Corpus,Amount,Duplicates
91161368,4,"[91161368, 188759188, 124011868, 188597936]"
133944320,5,"[133944320, 134303841, 135290916, 135163816, 134329469]"
169247061,2,"[169247061, 169613174]"
12937102,3,"[19290528, 35436360, 12937102]"
198174808,2,"[198174808, 198174468]"
140645786,2,"[140645786, 133922707]"
214651963,4,"[214651963, 214653878, 214652268, 214652710]"
43951101,4,"[214862376, 214991872, 43964178, 43951101]"
43925546,4,"[215013016, 43925546, 214870532, 43957052]"
70870434,2,"[70870434, 31247407]"
129278650,2,"[129278650, 163281380]"
163964275,3,"[146821409, 163964275, 149761974]"
116486513,3,"[116760952, 116486513, 116246708]"
182393229,7,"[182612395, 182393229, 182770931, 182939863, 181783706, 182215291, 181685983]"
204143944,4,"[204143944, 204129963, 204144883, 204150159]"
111186272,6,"[111186272, 117102690, 137581480, 106425493, 133714391, 137217501]"
120452347,3,"[120292413, 120257133, 120452347]"
211538001,6,"[214506566, 214630825, 214767628, 211538001, 212741268, 211479004]"
91734082,5,"[83776032, 91734082, 46819780, 92170029, 92161655]"
116727784,4,"[116727784, 116335514, 116778990, 116272823]"
92741275,4,"[92741275, 91387564, 92553845, 91742158]"
140093379,4,"[137063996, 140093379, 139909964, 139343046]"
189782206,2,"[189777656, 189782206]"
73068826,3,"[73068826, 215665967, 9027591]"
35116550,2,"[6992896, 35116550]"
24534689,2,"[24534689, 23411404]"
47575402,2,"[47575402, 47563058]"
167097700,4,"[165328058, 166474003, 167097700, 198676343]"
147036238,2,"[165041889, 147036238]"
125309718,3,"[67279585, 125309718, 121180407]"
214750692,4,"[214750618, 214749195, 214750692, 214750014]"
92396055,4,"[92118304, 91868121, 92396055, 92673119]"
127667823,2,"[127937379, 127667823]"
162457952,2,"[162457952, 150319479]"
121845,4,"[196688413, 54581682, 54488620, 121845]"
4736670,2,"[4751377, 4736670]"
86890982,3,"[87642468, 187634404, 86890982]"
195113044,2,"[195104131, 195113044]"
23247955,2,"[35742593, 23247955]"
94196041,2,"[94196041, 93212381]"
184718910,4,"[184718910, 182960537, 183728548, 184007998]"
165253445,3,"[144103777, 165253445, 189449798]"
93898391,4,"[93616120, 94474993, 146046380, 93898391]"
7201700,4,"[42290720, 30611868, 7201700, 8026940]"
101087076,4,"[134829912, 101087076, 133941268, 134368852]"
120624362,2,"[120624362, 40317527]"
5166418,4,"[5166418, 31159562, 4305260, 42434317]"
49644087,2,"[210933707, 49644087]"
195146945,3,"[195146945, 195148689, 195124899]"
170022524,4,"[169261358, 86453066, 170022524, 169793958]"
16028209,4,"[16644753, 14439155, 17156100, 16028209]"
49539603,4,"[69549986, 49539603, 139643773, 115357654]"
185375932,4,"[183702318, 183274203, 185375932, 184190814]"
211188525,2,"[156634826, 211188525]"
156634826,2,"[156634826, 211188525]"
152187819,3,"[147153936, 152187819, 130261007]"
68522144,4,"[58447072, 68522144, 73411003, 68018352]"
5239539,7,"[27470246, 37446695, 54389311, 5239539, 54362291, 54375869, 195214911]"
6000202,3,"[6000202, 13542955, 38376018]"
200152942,4,"[157450001, 157680682, 200152942, 157394122]"
103828341,7,"[103013351, 105919943, 103537037, 140074830, 103714224, 139340083, 103828341]"
151280941,2,"[151111076, 151280941]"
193555319,5,"[159288845, 162690194, 193555319, 162150745, 160523837]"
12774068,2,"[12774068, 27470463]"
73309650,2,"[73309650, 109858563]"
52820364,5,"[18606113, 80062980, 79897349, 52820364, 57184951]"
146840790,2,"[146840790, 111435526]"
71836343,2,"[41457432, 71836343]"
87659517,4,"[88294200, 85961706, 91507762, 87659517]"
17314099,3,"[11000914, 17314099, 55774348]"
204100054,2,"[204123132, 204100054]"
166446226,4,"[166598586, 166446226, 166519116, 166921830]"
187903232,4,"[187903232, 186537383, 189390627, 108735591]"
121613959,2,"[17421565, 121613959]"
163634521,2,"[163634521, 147629909]"
29602863,3,"[25093765, 30782262, 29602863]"
63072164,3,"[64091426, 63072164, 59312450]"
169222308,3,"[170918347, 169222308, 192448822]"
8816978,3,"[8816978, 29013444, 24435357]"
45595699,3,"[45220728, 20645521, 45595699]"
171813141,3,"[171813141, 201709883, 201766797]"
120082994,2,"[195070138, 120082994]"
208015782,3,"[210510562, 199545516, 208015782]"
188232965,3,"[198824561, 188232965, 188642919]"
198127859,3,"[198969738, 198127859, 85959630]"
195857770,3,"[195857841, 195857770, 88538954]"
133996599,3,"[134649433, 134497763, 133996599]"
19156465,2,"[19156465, 72524460]"
51656416,3,"[51656416, 51637940, 51673749]"
29439820,3,"[8557425, 29439820, 11631406]"
10824901,2,"[99081396, 10824901]"
195862817,3,"[195862817, 26713452, 168386637]"
813469,2,"[53433757, 813469]"
43453715,3,"[3621432, 12549593, 43453715]"
201140721,3,"[201140721, 201128593, 201125569]"
129932852,3,"[129932852, 140704678, 130116639]"
119511094,2,"[17809673, 119511094]"
14870238,3,"[17629556, 119532973, 14870238]"
195672614,3,"[9062904, 195670602, 195672614]"
196597604,2,"[196597604, 23360055]"
6621268,2,"[199667819, 6621268]"
118631780,2,"[118631780, 194703]"
119447761,3,"[119447761, 17144619, 3052733]"
14774270,3,"[15583142, 119496893, 14774270]"
15381570,3,"[15381570, 1419740, 16843230]"
144986065,3,"[144986065, 165805435, 163567565]"
165400424,2,"[165400424, 170219458]"
165891519,2,"[164003301, 165891519]"
197760185,3,"[152810416, 197760185, 198614629]"
199800376,2,"[199800376, 169868229]"
6853836,3,"[140133168, 6853836, 54561212]"
25702927,3,"[10086512, 25715406, 25702927]"
141709131,2,"[141709131, 66145887]"
147208641,3,"[144450560, 147208641, 78361659]"
139704810,3,"[56486593, 139704810, 208767973]"
169434930,3,"[6440865, 169434930, 198686633]"
186209943,3,"[186207916, 93708908, 186209943]"
32988851,2,"[32988851, 196603414]"
196404451,2,"[112857, 196404451]"
90506289,3,"[90506289, 86674315, 86501669]"
68994630,3,"[142085106, 145632676, 68994630]"
35936134,3,"[39693274, 38504923, 35936134]"
208496591,3,"[208496591, 1417491, 82048807]"
203728263,3,"[203832297, 208372076, 203728263]"
76722056,3,"[76722056, 38320626, 902895]"
72113935,2,"[72408112, 72113935]"
119373362,3,"[100750216, 136851394, 119373362]"
36178120,3,"[36178120, 39492009, 208151780]"
35620680,3,"[35620680, 1293531, 195883046]"
197406922,2,"[197406922, 22827751]"
134136673,2,"[134136673, 133696957]"
19064154,3,"[43185600, 44256362, 19064154]"
61448798,2,"[61448798, 14483807]"
54430579,3,"[54406178, 54430579, 54414445]"
704383,3,"[704383, 17052695, 56828023]"
99258370,3,"[140028256, 99258370, 139243314]"
8062157,3,"[27985898, 8062157, 40476479]"
210352589,3,"[212662809, 146248988, 210352589]"
18534830,3,"[201948457, 54474726, 18534830]"
28354067,3,"[78288712, 208235969, 28354067]"
136864766,2,"[206785313, 136864766]"
26046117,3,"[4427908, 197220637, 26046117]"
151629087,3,"[145948562, 145891411, 151629087]"
8038683,2,"[8038683, 17563861]"
24804831,2,"[3052084, 24804831]"
189913557,2,"[189913557, 6781863]"
39488365,3,"[209694173, 39488365, 203896238]"
40863716,2,"[32202418, 40863716]"
163377990,3,"[163359473, 184932674, 163377990]"
124890550,2,"[125701830, 124890550]"
14037375,2,"[46003010, 14037375]"
92314401,2,"[92314401, 92417012]"
88621382,3,"[100151489, 88621382, 77797591]"
83913323,3,"[83913323, 84747988, 85429701]"
95892699,2,"[95892699, 119614358]"
195708746,3,"[139107363, 195708746, 84075]"
204101756,3,"[204125332, 204101756, 204134673]"
195300560,2,"[154701280, 195300560]"
76365410,2,"[72395480, 76365410]"
188541219,2,"[188541219, 211716223]"
119348748,2,"[14319753, 119348748]"
37629748,2,"[26646128, 37629748]"
147177051,2,"[147177051, 170127196]"
143980225,3,"[163767769, 147670266, 143980225]"
203336729,3,"[203336729, 54585764, 199608310]"
93015546,3,"[93015546, 93902821, 93190974]"
51613851,3,"[51613851, 150590355, 3776135]"
28138932,3,"[203393376, 8013225, 28138932]"
110076060,2,"[110076060, 114728644]"
154858505,2,"[198697289, 154858505]"
187668494,2,"[187668494, 188440359]"
26188576,2,"[26188576, 6410213]"
53721289,3,"[53721289, 52892684, 52889861]"
203869052,3,"[6529184, 203869052, 28866871]"
17280118,3,"[18741432, 115177877, 17280118]"
68714680,2,"[68714680, 68280105]"
53227028,3,"[34749192, 53227028, 53784589]"
6384220,3,"[46461272, 41037819, 6384220]"
208505853,2,"[208505853, 208500214]"
79159605,3,"[208216909, 79159605, 34781006]"
134905563,3,"[204248522, 134905563, 53151637]"
196804254,3,"[52259635, 196804254, 98858254]"
169322666,2,"[169322666, 169264219]"
52150117,3,"[53948404, 52150117, 52960727]"
94848776,2,"[94848776, 205194636]"
165669904,2,"[165669904, 204470132]"
13404794,3,"[13404794, 195882725, 195881183]"
6846632,2,"[6846632, 119386706]"
44605647,2,"[41038582, 44605647]"
36798688,3,"[36798688, 45432888, 78234915]"
77539241,3,"[77539241, 40114684, 39584813]"
138932646,3,"[21614732, 32197372, 138932646]"
15989222,2,"[195709709, 15989222]"
14600063,2,"[37471978, 14600063]"
13372795,2,"[195916850, 13372795]"
23579931,2,"[72855473, 23579931]"
14308178,4,"[14308178, 215618483, 215695597, 11282407]"
3899149,4,"[3899149, 214890572, 4050397, 215129895]"
3911302,4,"[215663195, 3919291, 215557222, 3911302]"
43949491,4,"[43949491, 43948965, 215082366, 214907565]"
16411047,2,"[215140203, 16411047]"
59614068,2,"[215240976, 59614068]"
129778988,6,"[129778988, 131238062, 131171381, 130682551, 128582491, 140636509]"
17460632,4,"[17460632, 1909056, 117643165, 209828646]"
129945380,3,"[189763288, 215345562, 129945380]"
14460491,3,"[215020337, 14460491, 196437517]"
151478310,3,"[215147378, 4867100, 151478310]"
23169403,3,"[71127193, 23169403, 3672399]"
198969679,3,"[85704360, 198126191, 198969679]"
37344604,3,"[10718485, 37344604, 215210637]"
61458403,3,"[198125371, 24839100, 61458403]"
73416890,3,"[73416890, 86557083, 133606644]"
18765753,3,"[144706904, 201378561, 18765753]"
198123500,3,"[85705417, 198123500, 198968606]"
4256426,3,"[215567656, 20293737, 4256426]"
156617343,2,"[154545639, 156617343]"
35221971,3,"[215102544, 35221971, 79061868]"
51928309,2,"[214876555, 51928309]"
11366236,2,"[53243656, 11366236]"
59577504,2,"[59577504, 59272964]"
203728172,2,"[33665324, 203728172]"
135953386,2,"[135953386, 136345226]"
212620698,3,"[212620698, 208793571, 209641546]"
54570260,2,"[54570260, 32833622]"
26506207,2,"[72629569, 26506207]"
54352286,2,"[54310795, 54352286]"
195097708,2,"[195132299, 195097708]"
8326211,2,"[209242138, 8326211]"
134368226,2,"[211598121, 134368226]"
84377354,2,"[23084689, 84377354]"
196702942,2,"[94177365, 196702942]"
141667615,2,"[83015968, 141667615]"
20219429,2,"[196478196, 20219429]"
9088275,2,"[9088275, 46282214]"
195137596,2,"[195277856, 195137596]"
81977455,2,"[81977455, 141462767]"
16521137,2,"[16521137, 11106799]"
111066359,2,"[173180420, 111066359]"
91899631,2,"[201837221, 91899631]"
21212726,2,"[70713424, 21212726]"
169622992,2,"[169622992, 139996418]"
22438031,2,"[196789482, 22438031]"
208286339,2,"[208286339, 203737109]"
204077052,2,"[19148491, 204077052]"
6593912,2,"[6593912, 83807758]"
35174723,2,"[35174723, 28126515]"
13104845,2,"[54559459, 13104845]"
34925313,2,"[34925313, 42392460]"
132126096,2,"[132126096, 134392221]"
14359296,2,"[14359296, 61939965]"
12368855,2,"[56580746, 12368855]"
197408522,2,"[197408522, 10880370]"
62380517,2,"[62380517, 36770862]"
40063467,2,"[80059675, 40063467]"
1446774,2,"[209143064, 1446774]"
56940074,2,"[56940074, 71916271]"
157984839,2,"[114343437, 157984839]"
25359020,2,"[110500075, 25359020]"
52403100,2,"[52403100, 189870807]"
268151,2,"[169702880, 268151]"
169658186,7,"[169576066, 169658186, 158239630, 169281646, 169712181, 158993877, 169685949]"
206457014,2,"[206457014, 124063231]"
14797237,2,"[123690044, 14797237]"
139363114,2,"[139363114, 139479606]"
40445062,2,"[35229884, 40445062]"
85162290,2,"[85162290, 37633364]"
28802120,2,"[28802120, 37783570]"
37571966,2,"[24182843, 37571966]"
100411869,2,"[33451860, 100411869]"
86551783,2,"[208437902, 86551783]"
32860418,2,"[204486761, 32860418]"
158234595,2,"[158234595, 159032460]"
30477080,2,"[30477080, 27270000]"
197200131,2,"[33735929, 197200131]"
126863113,2,"[126863113, 129171077]"
4263384,2,"[54567248, 4263384]"
45442712,2,"[45442712, 20891722]"
53249437,2,"[53249437, 208922134]"
32683451,2,"[144010913, 32683451]"
80725566,2,"[76503291, 80725566]"
181590651,2,"[151178880, 181590651]"
195862624,2,"[195862624, 110868755]"
43225242,2,"[43225242, 203740143]"
57700492,2,"[57700492, 5886828]"
118940506,2,"[118940506, 197528975]"
90477545,2,"[14138393, 90477545]"
205193984,4,"[205193984, 205207939, 205209471, 205210119]"
44704945,2,"[44704945, 83883729]"
80379004,2,"[205006729, 80379004]"
4517022,2,"[25238950, 4517022]"
80055462,2,"[204999714, 80055462]"
71004406,2,"[71520630, 71004406]"
117818214,2,"[198138169, 117818214]"
73917377,2,"[73917377, 2762409]"
128874268,2,"[11779050, 128874268]"
34775343,2,"[28589678, 34775343]"
207747713,2,"[207747713, 196713319]"
10822050,2,"[10822050, 120468327]"
13587626,2,"[13587626, 138154447]"
62207295,2,"[10612742, 62207295]"
122792434,2,"[122792434, 55083492]"
214746868,2,"[2206857, 214746868]"
209869172,2,"[209869172, 27592950]"
126047044,2,"[119366962, 126047044]"
74134134,2,"[32475244, 74134134]"
16069772,2,"[16069772, 31909358]"
136645168,2,"[136645168, 135714427]"
22287652,2,"[22287652, 201144965]"
84214934,2,"[84214934, 19955479]"
196807961,2,"[196807961, 197276759]"
967296,2,"[967296, 196339468]"
88415279,2,"[74349460, 88415279]"
95359192,2,"[95359192, 104301548]"
126353486,2,"[962008, 126353486]"
189832295,2,"[97814284, 189832295]"
153648774,2,"[157745474, 153648774]"
52296,2,"[52296, 118875850]"
136590107,2,"[136590107, 189852603]"
156547919,2,"[155443309, 156547919]"
73300023,2,"[34777345, 73300023]"
194562479,5,"[171660237, 194562479, 171967186, 134882581, 164925180]"
57073078,2,"[12638174, 57073078]"
26417800,2,"[26417800, 77857679]"
160138141,5,"[106982208, 161132710, 159547795, 160307389, 160138141]"
30366543,2,"[851446, 30366543]"
27923107,2,"[195678035, 27923107]"
201016654,2,"[73135521, 201016654]"
149368714,2,"[149368714, 149095404]"
196778181,2,"[196893170, 196778181]"
19322386,2,"[19322386, 7419051]"
196606637,2,"[196606637, 11326455]"
112440892,2,"[112440892, 15685102]"
20585856,2,"[20585856, 30631820]"
24392483,2,"[24392483, 38586757]"
196912637,2,"[196912637, 95863775]"
21434700,2,"[204151802, 21434700]"
22179394,2,"[22179394, 42707645]"
52815666,2,"[52815666, 49294493]"
116885467,2,"[116885467, 84099998]"
54562529,2,"[54562529, 3877660]"
128570773,2,"[210073133, 128570773]"
5156409,2,"[5156409, 209713355]"
157144636,2,"[157144636, 156250239]"
19144722,2,"[19144722, 19850975]"
93921217,5,"[93921217, 98474735, 93016850, 93121631, 97622847]"
32945335,2,"[137155430, 32945335]"
201061709,2,"[95672050, 201061709]"
97305483,2,"[97305483, 12762134]"
77611960,2,"[77611960, 40726085]"
8883185,2,"[8883185, 208306644]"
161213372,5,"[163723392, 161927812, 162205548, 161328794, 161213372]"
44365157,2,"[54276172, 44365157]"
96614210,2,"[111295768, 96614210]"
95557965,2,"[197164352, 95557965]"
4347271,2,"[22529839, 4347271]"
151686673,5,"[148121506, 148467658, 151686673, 194957754, 194176987]"
150613498,2,"[150613498, 159271037]"
52172927,2,"[145999042, 52172927]"
34352833,2,"[34352833, 208512035]"
4446979,2,"[8785714, 4446979]"
198729226,2,"[198729226, 198609094]"
36703577,2,"[36703577, 196976214]"
195022224,2,"[195022224, 191407327]"
8463106,2,"[8463106, 147264467]"
21409691,2,"[21409691, 90390731]"
72682911,2,"[201152256, 72682911]"
141827505,2,"[141827505, 40997211]"
189829326,2,"[45079185, 189829326]"
62741557,2,"[211724553, 62741557]"
25336260,2,"[25223282, 25336260]"
195867462,2,"[57680771, 195867462]"
203797344,2,"[203797344, 19893120]"
65334265,2,"[65334265, 67013215]"
88423303,2,"[85883160, 88423303]"
208623433,2,"[208623433, 98684316]"
57213865,2,"[57213865, 30615511]"
78242396,2,"[11899177, 78242396]"
38317597,2,"[116126642, 38317597]"
57296632,2,"[57296632, 32573777]"
121213439,2,"[121895035, 121213439]"
30791578,2,"[30791578, 203283419]"
46059253,2,"[46059253, 9057710]"
208582956,2,"[204970001, 208582956]"
147745691,2,"[147745691, 185879501]"
53100027,2,"[53100027, 51676252]"
42386891,2,"[42386891, 83613662]"
108891878,2,"[25465946, 108891878]"
126366447,2,"[117900253, 126366447]"
196660873,2,"[196660873, 52285503]"
13491693,2,"[2455772, 13491693]"
114262874,2,"[114262874, 133689780]"
32610587,2,"[73321496, 32610587]"
13103015,2,"[14864450, 13103015]"
18012140,2,"[143963816, 18012140]"
58995364,2,"[58995364, 24345564]"
62577674,2,"[111026666, 62577674]"
51606030,2,"[83168824, 51606030]"
23517715,2,"[11743113, 23517715]"
166681118,4,"[166902984, 107573395, 166957816, 166681118]"
55524348,2,"[35296017, 55524348]"
123554525,2,"[135553899, 123554525]"
21610986,2,"[21610986, 4397235]"
43495583,2,"[116854539, 43495583]"
84538067,2,"[7384954, 84538067]"
62104864,2,"[62104864, 28383527]"
30087774,2,"[205173938, 30087774]"
199658097,2,"[199658097, 198171875]"
142168318,2,"[143327187, 142168318]"
21601191,2,"[73096499, 21601191]"
70577388,2,"[27906128, 70577388]"
38954655,2,"[8717966, 38954655]"
94221086,2,"[197141401, 94221086]"
103782638,2,"[95765001, 103782638]"
129030194,2,"[129030194, 164083591]"
40937245,2,"[196250360, 40937245]"
97191554,2,"[97191554, 197212455]"
45434982,2,"[45434982, 70394655]"
47553650,2,"[47553650, 22507556]"
197169160,2,"[197169160, 196720380]"
45028127,2,"[11414474, 45028127]"
17382757,2,"[17382757, 128596751]"
157247808,4,"[157247808, 157868497, 155373922, 157695365]"
137734212,2,"[138759450, 137734212]"
189820628,2,"[168171570, 189820628]"
97709399,4,"[95679433, 97339676, 93034973, 97709399]"
53244524,2,"[8994460, 53244524]"
197058942,2,"[196781233, 197058942]"
143780171,2,"[201839761, 143780171]"
137743114,2,"[137743114, 136486806]"
209602553,2,"[209602553, 2012371]"
197383425,2,"[197383425, 5566997]"
30168407,2,"[78812346, 30168407]"
125253580,2,"[120352193, 125253580]"
208765527,4,"[208731031, 208710279, 208760900, 208765527]"
13513458,2,"[13513458, 12209766]"
197254446,2,"[35933308, 197254446]"
38410364,2,"[73197505, 38410364]"
77225129,2,"[77225129, 7552412]"
24808849,2,"[189905824, 24808849]"
210870429,2,"[210860283, 210870429]"
120851410,2,"[120851410, 117477047]"
196972433,2,"[196972433, 196818639]"
45067055,2,"[1137726, 45067055]"
787516,4,"[39012308, 34623187, 787516, 20549141]"
6326026,2,"[147443784, 6326026]"
208068085,2,"[41265833, 208068085]"
68162044,2,"[68162044, 78760437]"
4772267,2,"[4770905, 4772267]"
4833294,2,"[54551334, 4833294]"
62230297,2,"[62230297, 195431]"
20779228,2,"[71664171, 20779228]"
35418989,2,"[35418989, 198160127]"
2472372,2,"[57955465, 2472372]"
8933188,2,"[22891618, 8933188]"
197111489,2,"[197111489, 196790803]"
34710409,2,"[34710409, 122562438]"
210600064,2,"[210600064, 54089501]"
45564635,2,"[45564635, 5726468]"
120669854,2,"[120830689, 120669854]"
97480304,2,"[97480304, 197028815]"
197383891,2,"[197383891, 197398758]"
118593740,2,"[118689489, 118593740]"
3048800,2,"[3048800, 58728835]"
195674246,2,"[207860294, 195674246]"
41045788,2,"[84929864, 41045788]"
8439355,2,"[54321377, 8439355]"
42778304,2,"[42778304, 197870714]"
12475776,2,"[12475776, 196680937]"
89857387,2,"[90707896, 89857387]"
76941498,2,"[76941498, 429959]"
58725553,4,"[58725553, 68935295, 116802009, 79431025]"
196664853,2,"[53711522, 196664853]"
7889326,2,"[85005964, 7889326]"
189913312,2,"[59789344, 189913312]"
141933723,4,"[141912842, 141933723, 153594684, 143385949]"
155734794,2,"[155734794, 155663846]"
94899290,2,"[94899290, 197219774]"
51649486,2,"[51649486, 51657230]"
196928154,2,"[196928154, 23112046]"
27183508,2,"[27183508, 11059908]"
59008034,2,"[77716056, 59008034]"
61021859,2,"[17687026, 61021859]"
88629877,2,"[41796306, 88629877]"
197373066,2,"[20939392, 197373066]"
136839780,2,"[136839780, 137689991]"
197117779,2,"[197117779, 96053119]"
139852132,2,"[100227992, 139852132]"
152044956,3,"[149275411, 152044956, 157110134]"
431447,2,"[40036622, 431447]"
8291142,2,"[60718446, 8291142]"
196396062,2,"[196396062, 23258815]"
94775066,2,"[94775066, 104467053]"
7542019,2,"[7542019, 18596070]"
51633304,2,"[51652264, 51633304]"
12309108,2,"[53489580, 12309108]"
203655873,2,"[203655873, 209322319]"
162311728,2,"[162311728, 161427518]"
72966712,2,"[72966712, 25319667]"
128644305,2,"[128644305, 109941967]"
13597706,2,"[13597706, 196315114]"
196749047,2,"[197104788, 196749047]"
92285126,2,"[95330430, 92285126]"
42678252,2,"[107810553, 42678252]"
16910200,2,"[16910200, 122534467]"
73249655,2,"[30200286, 73249655]"
156213904,2,"[156213904, 167320551]"
196730586,2,"[196730586, 197099766]"
42495751,2,"[84851162, 42495751]"
32711961,2,"[32711961, 80460729]"
39175913,2,"[39175913, 9559227]"
203044123,2,"[203044123, 124859525]"
73098629,2,"[31519195, 73098629]"
132502420,2,"[132502420, 104294479]"
133157544,2,"[133157544, 134676692]"
210041804,2,"[209383883, 210041804]"
96069077,2,"[95938515, 96069077]"
80380193,2,"[80380193, 31960442]"
97538611,2,"[97538611, 196958863]"
197441594,2,"[9275265, 197441594]"
143271381,2,"[146796034, 143271381]"
24368257,2,"[24368257, 196588543]"
197261530,2,"[197261530, 95468578]"
13936912,2,"[13936912, 195681046]"
195188460,3,"[158232618, 195188460, 159002863]"
157996226,2,"[157996226, 157430679]"
167682199,3,"[167682199, 20806898, 41621167]"
207895382,2,"[209417320, 207895382]"
197200350,2,"[41817795, 197200350]"
29186284,2,"[29186284, 77892909]"
195268760,2,"[195268760, 195137197]"
72677253,2,"[45482380, 72677253]"
52096235,2,"[2093112, 52096235]"
173182019,2,"[126186866, 173182019]"
19483021,2,"[19483021, 82034582]"
33765810,2,"[33765810, 29783203]"
166876088,2,"[166876088, 190972082]"
188828136,3,"[188828136, 186574516, 185473293]"
23428080,2,"[23428080, 54601650]"
45648757,2,"[24725921, 45648757]"
53184670,3,"[53191449, 53201538, 53184670]"
131124015,2,"[51634892, 131124015]"
196400393,2,"[2355025, 196400393]"
21233966,2,"[31080393, 21233966]"
116871807,2,"[78154182, 116871807]"
144586658,3,"[53268424, 144586658, 21262165]"
70918595,2,"[70918595, 70407670]"
42688903,2,"[79624355, 42688903]"
93019887,2,"[93019887, 93127167]"
28482327,2,"[70718210, 28482327]"
30968892,2,"[30968892, 78965798]"
43185433,2,"[43185433, 41581279]"
62725355,2,"[18382392, 62725355]"
210056620,2,"[210056620, 107215269]"
125507447,3,"[36167907, 117273789, 125507447]"
5699610,2,"[204080529, 5699610]"
189775135,2,"[98334747, 189775135]"
6333226,2,"[6333226, 196802854]"
33702227,2,"[33702227, 120486916]"
38455960,2,"[38455960, 35647820]"
20251766,2,"[20251766, 144634678]"
41062600,2,"[41062600, 98344477]"
128610113,2,"[128610113, 131198853]"
141957519,3,"[141979820, 141802677, 141957519]"
206110424,2,"[206110424, 52863827]"
31486694,2,"[100267356, 31486694]"
139339959,2,"[52116603, 139339959]"
36880729,2,"[36880729, 121637807]"
25821321,2,"[71726960, 25821321]"
59881032,2,"[59881032, 118809933]"
193662,2,"[30403553, 193662]"
153260633,3,"[153260633, 124307961, 150422950]"
154636424,2,"[154636424, 195334780]"
1359719,2,"[11816224, 1359719]"
1381242,2,"[1381242, 54457847]"
2807069,2,"[195608100, 2807069]"
196157414,2,"[53417347, 196157414]"
208063475,2,"[208063475, 30332478]"
