Corpus,Amount,Duplicates
9187245,1,215105525
161820842,1,164051554
17654087,1,215117695
3913580,1,209271800
2598720,1,214817937
53256325,1,54402003
17390271,1,215675008
140021023,1,59373652
299782,1,215636417
57758175,1,215289784
13989216,1,215084042
204152992,1,118397846
30151400,1,215676721
8960758,1,215276191
27689469,1,214824362
1002997,1,215350523
124942282,1,124502449
201118646,1,215505194
28170936,1,214889822
4472616,1,215632807
54329973,63,54331136 54261122 54229765 54360454 54261129 54237193 54252427 54263819 54386701 54322704 54358801 54427024 54341139 54369811 54264345 54299931 54237212 54427933 54263199 54245788 54382626 54230434 54295203 54357029 54278053 54303531 54432431 54425136 54427953 54410419 53256756 54232501 54412086 54392758 54424769 54297284 54423879 54367438 54413647 54247631 54313169 54400978 54382543 54417751 54248284 54418780 54337117 54408156 54279647 54398435 53272934 54397159 54309099 54362348 54366961 54378875 54228981 54397559 54351864 54385529 54428662 54251515 85472893
212680520,1,137812253
1415631,1,215115495
28197128,1,116003284
199661485,1,215507014
8036110,1,215214761
730801,1,215014955
28200653,1,198498525
29096060,1,215131222
52188668,1,214820662
21885541,1,215039467
14058634,1,214923613
4595601,1,214904808
203728172,1,33665324
202573851,1,215499579
2686436,1,214939636
201666316,1,215471893
67869429,1,215333863
38608331,1,215064933
81977455,1,141462767
91899631,1,201837221
197408522,1,10880370
13250350,1,215397696
158234595,1,159032460
210860242,1,215476902
43225242,1,203740143
18190335,1,215620007
17983412,1,215094163
121660699,1,215383875
2742556,1,215004668
207747713,1,196713319
214746868,1,2206857
14144000,1,215196200
189826409,3,189831937 189826435 189831141
32906697,1,214943512
3657713,1,214858406
189855331,2,189918650 189855110
13561063,1,215583530
196606637,1,11326455
112440892,1,15685102
52815666,1,49294493
54562529,1,3877660
211084195,1,215431775
27104631,1,215709539
20000172,1,215093038
52172927,1,145999042
49574587,1,214939172
147745691,1,185879501
153260633,1,150422950
195862817,1,26713452
3057134,1,215685406
108891878,1,25465946
56201420,2,56191450 56191906
62104864,1,28383527
1373315,1,214818763
13596905,1,215619954
199658097,1,198171875
142168318,1,143327187
52805616,1,215588400
202401699,1,215503356
177565332,3,177574424 177587433 177557278
35519531,2,1973696 8560767
143780171,1,201839761
4719846,1,214873418
1706816,1,215099265
2283591,1,214865390
197254446,1,35933308
38410364,1,73197505
45067055,1,1137726
21721680,1,215095282
15583188,1,215126516
208532431,1,215434644
17809963,1,215051463
4238650,1,214893290
43930487,1,214930690
43954363,1,214819206
10346859,1,215649158
43453715,1,12549593
9920330,1,214885861
136839780,1,137689991
18335161,1,214970530
80380193,1,31960442
197441594,1,9275265
13936912,1,195681046
52315525,1,215361360
189919232,8,189919363 189919499 189919403 189918354 189917302 189919287 189918713 189919551
85750965,1,198129867
166876088,1,190972082
196400393,1,2355025
70918595,1,70407670
210056620,1,107215269
14219649,1,214910832
52014774,1,215088340
54293564,3,53251793 54272757 54311454
8467562,1,215537892
1914996,1,215196515
201207984,1,215467140
196157414,1,53417347
189896512,1,1967141
71148301,1,215273636
75989743,1,13288004
85706368,1,92556723
31528626,10,10972168 29449868 41773101 45925048 30002133 45062371 5214833 44482033 30376439 2306430
13697872,1,215119189
53232816,1,215303512
202261711,1,203121900
61730596,1,14758862
195129822,1,195104320
211189877,1,215447734
161821918,1,195217206
35350139,1,197311964
202133817,1,199486311
9751793,1,215124243
15465322,1,215189590
14423989,1,215651618
101599989,1,99401461
3960000,1,214858743
202559173,1,41516574
91185442,1,215289051
177616881,1,177593113
195115456,1,195153888
5825780,1,32785935
4268870,1,214854765
34043132,1,214901213
202244537,1,144511431
189840973,18,195303971 189901356 195305533 189865559 189867117 195330683 195303609 195333322 189865681 189928714 189906730 195219288 189839197 195292579 195332545 195305430 195293150 189899743
5612965,1,195349105
3279965,1,215664063
14870238,1,17629556
4308577,1,215169766
4353731,1,215053081
49210187,1,214861412
18307456,1,215214577
46963643,2,53758548 52149957
30733826,1,214822708
10245864,1,198124637
43948239,52,214915456 214924034 214830725 215062407 215154698 43967629 214981006 214849553 43932688 215050774 215027095 214979607 214923417 43958046 43939239 215059496 215052972 43936172 43961134 43969710 43928113 215171514 43922491 43970748 215109565 214848958 215110724 215031621 214869319 215034440 43950667 215041996 43948366 215167568 43972819 214900441 214978010 43952219 43933021 215088862 215084514 43944163 215140199 43960044 43959918 215074031 43967730 214957433 43960186 215102971 215046780 215164542
123789647,1,123407625
74845969,1,15713338
86095489,1,198122486
15272924,1,215575310
74598373,1,26006751
14698921,1,215552113
10562170,1,90220973
195672614,2,9062904 195670602
207894978,1,215476743
52005436,1,215160010
39070754,1,197239710
14914187,1,34085802
3367239,1,215008999
33408941,1,24008436
34270026,1,214824655
12557299,1,13927587
3036703,1,215050972
52903739,1,69608152
208223944,1,215436199
20809524,1,54524608
37627113,1,89449711
210334456,3,212693027 211087467 209426203
14774270,1,15583142
60083573,1,106626094
196783735,1,98344860
42741501,1,34774460
52822446,1,215398389
51677458,79,6359171 54299525 54433289 54402953 53277067 54430731 205970061 53266958 54319885 54323344 54333204 54257943 51679515 54333984 54332705 54429090 54286374 54314918 54426792 54317609 54296024 54255275 54232492 28679084 54272174 54246447 54249264 54284335 54256179 54284084 54413183 54232505 54291641 54276797 54285374 54426173 54286272 54325441 54226753 54311745 54291265 205971007 54238782 54396863 54314311 54279360 33354954 54373453 54318030 54347726 54282064 54427089 54261717 54388823 54278104 54307159 54298071 54396763 54230746 54367192 54310103 53275229 54355419 54247393 54428279 53254888 54336491 54248560 54406385 54323314 54418035 54418036 54319222 54317303 54374648 51677177 54286972 54238333 54248703
20803711,1,215090196
204361983,1,14620372
121951881,1,195204332
1816204,1,73173526
146964794,1,147572116
5060069,1,215562928
7268563,1,62762078
146075964,1,215381360
140851741,1,76604417
8120318,1,214873270
35787765,1,215654834
14880771,1,215586850
201162882,1,215434100
51653475,1,52956061
36093485,20,7312774 5386504 42428172 28054413 22124814 7213471 1235065 29119013 29100590 28462001 1320370 5529530 5055678 1345348 41880676 38004324 36831338 4628460 29820917 19932409
195274253,1,195129296
209476492,1,215467964
21554776,1,214894267
210181505,1,215437982
206028011,20,54402052 53272968 54264346 54265504 53259434 54235052 54350893 54315697 54250174 54387661 54240206 54361678 54322000 54305105 54371025 54305376 54422373 54428396 54369009 54233075
6841318,1,214996852
53391754,1,197591445
213179795,1,138808327
3659192,1,53874022
122436647,1,173178518
15410127,1,215661073
29154673,1,215156955
195336481,9,195338880 195338439 195336169 195337961 195339596 195337935 195338929 195337659 195339292
41619133,1,196365841
2298664,1,198504034
37139889,1,214851085
4561755,4,215137292 215123475 214927300 4431558
204134227,1,204102975
45035602,1,215076877
3862089,1,215012539
11633984,1,215386472
43973982,1,214870799
90627865,35,90718722 91073037 90810382 90442791 90718765 90650200 90811481 89846366 89843307 89842813 90442881 90847881 91146891 90764435 90034330 90447522 90349228 89889455 90307258 90933957 90119366 90995913 90484505 90165064 89926476 90993003 90787692 90030476 91081641 89942970 90537402 89844675 90987483 90005472 90856445
211044519,1,215430212
47564497,1,52828810
148574266,1,215386025
4398625,1,4387030
35116550,1,6992896
202830721,1,215503628
32158333,1,215115885
79133368,1,71859192
70457359,1,76308682
22574164,1,215114185
189880199,1,189880597
64364707,1,215364181
16475494,1,14031416
13329782,1,22032738
30424052,1,214873484
214695589,33,214694657 214694530 211072789 214694426 214694427 214695583 210151456 214694945 214695590 214695591 211134247 214694445 214695349 210893119 214694721 211070793 214695502 214695380 214601815 214695389 214695262 214695265 214694626 214695011 214695144 211136874 214695151 214694515 214617588 214695411 214694775 214694652 214694653
195881347,1,5693814
58008558,1,215372192
197760185,1,152810416
71556268,1,70737508
152283653,1,162183370
26223300,1,214951181
26364048,1,941961
14308178,1,11282407
196515092,1,196560255
198963180,1,215509410
13202984,1,214847284
196971833,1,96568230
17232060,1,215642862
5882079,1,215643380
145738684,1,210211749
108901398,1,215342863
17029580,1,214895304
43966151,1,215102782
31175936,1,186209153
110130872,1,110065623
1236423,1,62727047
14194663,1,214952167
202759863,1,215477190
195071043,1,121272443
30519759,1,7616846
699804,1,215632879
160017834,1,215457758
195110209,1,195164978
1358798,11,29970976 27980801 42212582 32731273 34893322 39886155 46306763 40706029 45430153 26495191 45623325
162303930,1,192979606
211473486,1,215421890
201438912,1,168910462
191537608,1,201777636
49661240,1,215097508
122599037,1,186233765
53787881,1,215290202
4374408,1,215158733
210997303,1,211122361
13719471,1,215102000
1779159,1,62707024
202745171,1,215492749
116605797,1,52129561
5475160,1,71625216
189928798,86,195331585 195332621 195219983 189905943 189863965 189866527 198175779 189929522 195094582 195369532 195094076 195094598 195330130 195292754 195235938 189906019 189906530 195220073 195240047 195332726 195095159 195368063 189840512 189865602 189905552 195220114 189842581 195292826 195330715 195221148 189837985 195291809 195239596 189875885 195096239 195368112 189785269 208363703 189905592 189839545 189838522 195332284 195332810 189864675 195305193 189928702 18743550 195224324 195095301 189840651 195303694 195331857 189905683 195305749 189905695 195331878 189928744 195094332 189905755 195291489 189929332 195095930 195068795 28716936 195331467 195304848 189863834 189864860 195095457 189929890 195302824 195367336 195094959 195330483 195094453 13240764 189905352 189837772 195331026 186223574 195218905 189839839 189864929 189912553 189875179 195219436
41400350,1,125017157
108286351,1,215310435
118785163,1,96598882
39244791,1,214847674
201198533,1,215460962
122620933,1,209922412
207935700,1,215460784
46936686,1,214912625
51883546,1,215149030
201711044,1,215490063
88924471,1,33481406
210829277,1,215427550
42259620,1,30010005
141731175,1,191452837
6825003,1,215061936
123039105,1,124786087
12887154,1,214838840
119727791,1,119718132
122068907,1,195285799
197334535,1,95254690
7852881,1,215150732
25702927,1,10086512
201753859,1,144123187
47575402,1,47563058
54104685,1,215294935
73009108,1,339195
195108717,1,195143495
53108090,1,215311944
1923574,1,215522497
119521903,1,6018514
201164277,1,78736224
15502830,1,215644729
201705096,1,119234789
132035324,1,215334721
29715973,1,35935713
201092792,1,98410215
62800202,1,17886847
94979381,1,197006490
16041199,1,215614841
71143481,1,215348167
141709131,1,66145887
43978556,1,214994298
1867053,2,206442848 38475600
209445725,1,215433157
9443627,1,215020166
144766380,1,194036991
14098021,1,215666466
210996706,1,215442544
15360977,1,18955508
18111239,1,215614708
119114896,1,126271890
4832396,1,214948167
1830164,1,215402586
2217266,1,86206402
195842475,1,55073227
189940874,1,144279703
11946355,1,32241010
8532964,1,109703247
37583076,1,214892074
7431908,1,215517095
13955462,1,215099964
208031831,1,215458388
196561667,1,215329746
28420453,1,215685862
137575640,1,173187350
14737418,1,214906244
51626431,1,215042484
131120532,1,198124853
13646844,1,31131324
8841502,1,207872567
30512324,1,215299209
195134941,1,195279922
21727714,1,196638704
16264743,1,215049615
22603112,1,149636822
210159028,1,215426013
2386913,1,215627012
149806544,1,210644843
4231002,1,54561369
202658668,32,202645637 202654588 202655757 202657300 202652053 202645159 202650799 202653875 202655413 202655032 202651192 202655674 202655165 202645056 202648256 202651587 202650438 202660425 202644172 202644685 202645199 202645201 202651474 202659544 202656346 202654944 202647785 202658671 202648560 202652533 202651512 202646268
196585367,1,36467648
18904643,1,214995962
6476710,2,32097135 34048249
14339693,1,215599997
14729723,1,214858217
29072337,9,4333258 53950124 52309613 53036975 46382993 52078290 46961846 49313180 46805917
13080449,1,214978313
8757555,1,214968959
13137718,1,214764446
139704810,2,56486593 208767973
25765385,1,2814349
12137790,1,215035811
116486513,2,116760952 116246708
198973815,1,215484903
198013193,1,30532128
189831962,2,189853578 189853996
35346380,1,208241
14554028,1,215044967
78694970,1,15514166
44479701,1,214912059
56129025,1,201656011
3951502,1,215697610
204811392,1,215496813
201146831,1,203697324
5258087,1,30191766
163271370,1,163763807
4993829,1,214990277
201759818,1,143214819
1702554,1,215569534
169434930,1,6440865
196490606,1,21734976
1356165,1,215617940
26212775,1,195226594
81187427,1,46810273
154455118,1,153927354
186209943,1,93708908
11366236,1,53243656
215676017,2,215714642 215655311
54570260,1,32833622
27325753,3,10039493 5102299 36184077
195097708,1,195132299
6537927,1,215084101
6236184,1,214827978
20219429,1,196478196
89617105,1,215382642
111066359,1,173180420
13912545,1,215665374
169622992,1,139996418
208286339,1,203737109
51662511,1,51666380
15283158,1,214900808
34925313,1,42392460
212649637,1,215417016
52944358,1,215396733
3346422,1,215124330
54069848,1,215263423
199435004,1,215306883
29897405,1,214820529
46249959,4,19151973 36357062 45386324 29049368
4887127,1,215114291
117818214,1,198138169
17843054,1,215000400
205608788,1,45126952
62207295,1,10612742
10693645,1,215141905
22287652,1,201144965
22217166,1,214934165
15785864,1,215564592
38685159,1,214951773
14719078,1,214955589
189832295,1,97814284
10930695,1,215520082
201016654,1,73135521
19322386,1,7419051
208606541,1,215454544
22179394,1,42707645
45145394,3,37828114 34744116 37062142
128570773,1,210073133
8883185,1,208306644
34352833,1,208512035
92396055,3,92118304 91868121 92673119
195867462,1,57680771
3809819,1,214890246
32610587,1,73321496
68994630,2,142085106 145632676
51606030,1,83168824
91185469,1,215368881
47553650,1,22507556
45028127,1,11414474
55729432,1,197630379
53244524,1,8994460
30168407,1,78812346
17833205,1,215634404
211534667,1,215462319
24446871,1,215002466
208496591,1,82048807
56171050,1,215289207
34710409,1,122562438
147704294,1,215282731
118593740,1,118689489
42778304,1,197870714
5625174,1,215200660
5454605,1,215604625
3959888,1,215070738
11520441,1,215187662
10018528,1,215052563
162311728,1,161427518
195243736,3,195243512 195243547 195242262
43948692,1,215084448
15006268,1,215525487
17438860,1,215668224
42678252,1,107810553
203044123,1,124859525
210041804,1,209383883
207895382,1,209417320
68522144,2,58447072 68018352
208519597,17,52871425 208518265 47261635 47260866 52829734 208518310 47453389 47066363 47066285 52838355 47262739 34506485 38871483 6927223 47260857 52865019 5604957
195268760,1,195137197
173182019,1,126186866
7116026,1,215192972
1734208,1,214859421
62725355,1,18382392
13679106,1,214832760
6333226,1,196802854
15575428,1,215614457
154636424,1,195334780
208063475,1,30332478
44135550,1,214947951
16145882,1,215078074
122903756,1,15131262
198969679,2,85704360 198126191
189942041,1,153652879
198173495,1,198177790
11347536,1,138335755
212664330,1,212664750
36178120,1,39492009
21285656,1,196607771
8277970,1,215524455
12242549,1,196912376
123558097,1,204176859
43980795,1,214946403
201827433,1,215440890
14560309,1,215636275
9160519,1,214889020
97409549,1,95463876
195241342,1,14887186
3077555,1,215212866
12862528,1,215039582
15656747,1,61241690
52820364,1,18606113
8659054,1,214970758
44826274,1,116576919
68843577,1,71342374
33740952,1,214884247
140214217,1,140224550
73064076,1,43197596
23186,1,18775579
1536682,1,215528076
33913387,1,32240062
3372309,1,215126828
195113044,1,195104131
148805984,1,144998701
1371405,1,215698710
2328750,1,215654615
34297506,1,215587743
121466417,1,189775374
8662816,1,214965862
35547131,1,195863710
89970088,19,90386954 90444299 91115552 90597439 90611827 90055290 90537626 90335923 90069196 90588915 90434814 90610953 89989899 90625312 89890668 90120102 91123626 91114488 90345982
44217364,1,39883575
34218961,78,44654208 4375552 3851665 54429699 4623494 5584518 12668041 54313227 205985036 38401167 3921680 29456016 45677073 5592595 205986964 12002428 3264144 32482455 54317592 45337623 42872855 26628382 44754335 45608226 12188323 43447075 28664742 4575270 27217323 36866091 5300396 33898030 26646835 2247860 26366133 43647158 4547510 13762622 29522370 39983811 8256836 42796740 26794953 38589642 205985739 3832013 5144654 4439629 12945872 11192141 5536979 9761748 205986645 26149972 44575060 36406487 4443736 32405850 26758748 725113 13942499 34923494 30950630 46168296 54344425 21796460 205985389 5897710 39944303 30315889 43186162 2014196 5685494 32120951 28714233 12000890 28965756 42286462
10226557,1,202646525
19064154,2,43185600 44256362
52079923,1,214978040
9619313,1,215647279
49869496,1,215025418
1446771,1,215648459
113513974,1,119626182
15128979,1,214820931
146120147,1,215284800
2905002,1,215001883
232743,1,214890821
72075198,1,33860677
195365798,1,104027548
10572429,1,122060879
31198928,1,215117854
67788890,1,215354618
7608141,1,215185289
12059482,1,215122999
181347732,1,215267671
210868302,1,215441909
13770372,1,214906310
132066235,1,199471134
27163593,1,215562697
118564390,1,122091806
14761066,1,215710145
3726576,1,215004532
12937102,1,19290528
98003742,1,196888676
14936970,1,215685814
196768142,1,197298260
11910126,1,215103444
48360265,1,215115263
94196041,1,93212381
5938218,1,214951002
209087167,1,215443321
11771164,1,53245740
189902827,2,189903617 189902878
16810261,1,195705584
43981705,1,214842844
43951101,3,214862376 214991872 43964178
111183790,1,38276188
54099905,1,78957862
8360144,1,198122372
14784507,1,215517010
37941249,1,215088336
196690175,1,215506606
198174808,1,198174468
208236068,1,74717537
52851716,1,52855162
17535378,1,214960946
202021997,1,209420051
682067,1,215612444
33688686,1,6456775
3899149,1,214890572
5414962,1,214943849
704383,1,56828023
12966492,1,215579116
97087155,1,196778283
28613096,1,38938758
113790825,1,238432
202775874,1,61562590
31457527,1,8177315
43945176,1,214969474
50786393,1,215071361
199623373,1,215476675
4880443,1,215633593
46712625,1,210807991
43978188,1,215169584
52038646,1,214917079
5239539,2,27470246 37446695
198376850,1,215303183
131778692,1,215341784
189871741,1,13197396
44110686,1,215081389
35656480,1,57547260
208784397,66,208790537 208793100 208782354 208790036 208783903 208782377 208784434 208782899 208784947 208784953 208793659 208782403 208783466 208792194 208782492 208790687 208783014 208783529 208782505 208782536 208790230 208783574 208786153 208790269 208785149 208782604 208784141 208783630 208784144 208783122 208785694 208789798 208785208 208782649 208785724 208788286 208784704 208782145 208793414 208783175 208789321 208782158 208785233 208790869 208783714 208793447 208790381 208793968 208783730 208791933 208791430 208787336 208793994 208783758 208788375 208784301 208782269 208782284 208793045 208782818 208790000 208784881 208782322 208792056 208784889 208792062
198210440,1,136996504
31272921,1,196418771
17605369,1,215378990
21293978,1,214827083
8062157,2,27985898 40476479
189819846,1,96643294
8432645,1,215203105
141488462,1,215379699
42752806,1,30779972
189953192,1,140188742
12556828,1,39563530
209440215,1,215491483
10114961,1,54561354
33488676,1,214918908
189764928,1,120455248
83766982,1,161205043
4727802,1,62191261
10197404,1,215045920
14042531,1,215520983
103195290,1,103859940
201118202,1,215463670
32584317,1,10961228
37983204,1,8301098
11698291,1,215523979
59615009,1,215273314
195237095,15,189776526 195367696 195315089 195068821 195282087 195282347 195366713 195068348 195333821 189913412 195281748 195068780 189876205 195314926 189875193
37344604,2,10718485 215210637
41771754,1,35921134
195672617,1,36443299
26946249,1,214851112
28069169,1,215228188
3430088,1,214977310
196956539,1,26171739
197520096,1,204176984
1647303,1,215208091
29064122,1,9908817
54567374,1,397823
28073157,1,73038669
208296873,1,215452191
158550058,1,153686447
53250382,1,215242912
11404165,1,215032419
10179903,1,215605584
817486,1,215098247
12870886,1,215694566
53584181,1,189931221
211189941,1,215440158
23695647,1,189779295
189839520,3,189841146 189840331 189837822
189874523,1,158895293
6316839,1,214926493
114297655,1,209764873
39553973,1,214837583
195370372,1,123276241
198685116,1,28122736
15768259,1,214882963
80321020,1,38301666
202837306,1,215449384
16265224,1,215202261
3911302,1,215663195
52910954,1,215304862
5755771,1,215150138
198168436,1,215385419
77987192,1,150051249
11402246,1,28229035
195316873,1,111181458
203825688,1,215475321
53241816,1,215282434
5390799,1,215630350
18337819,1,214851593
37085906,1,47573392
586641,1,215672673
16411047,1,215140203
97619207,1,15629234
208239608,1,72979214
18560520,1,17564076
4935721,1,215036870
1746355,1,72011380
155102160,23,207833240 208611224 189861918 143425323 202571567 73459642 58585148 80620227 73493829 117720266 195772748 208321873 73416018 58586708 209358549 201018709 204740311 174807644 199380830 203639008 201832170 196812018 91187829
149308285,1,152249380
198158489,1,129491955
7037814,1,214897925
62360433,1,43968576
151629087,1,145891411
8038683,1,17563861
42397802,1,201890416
94680405,2,93178387 91568758
204123987,1,204157383
198168400,1,215307096
53872590,1,3676510
85588079,1,198121027
71423386,1,133535818
12099047,1,209143218
7455548,1,215668028
150511932,1,189868759
10335290,1,58846742
6887919,1,215692708
197316291,1,97341026
52912640,1,215398284
151463244,1,151589361
198154504,3,198152720 198154732 198153600
195685206,1,9682288
93003290,1,215382126
209892355,1,215490590
214714736,1,215429751
79937998,1,42525105
191465396,1,178088445
25702636,1,125001909
913876,1,62253655
210088456,1,215472002
62809132,1,215333498
115971197,1,9805992
186815234,1,3296708
189913557,1,6781863
52884041,1,215328790
195344143,1,121552934
6426839,1,214986596
145987575,1,215333859
195147849,16,195124486 195162887 195159823 195139480 195141156 195133098 195158829 195149615 195125041 195126961 195142963 195131829 195159868 195132233 195139186 195149426
30986381,1,196604436
43963891,1,214885892
195755320,1,215321009
61458403,2,198125371 24839100
208533534,1,5641676
100147891,1,7936227
45182040,1,34439572
56595546,1,215304740
15381860,1,214905975
15361240,1,215024826
1705864,1,214878950
196610931,1,215351661
3867866,1,215141663
189937008,9,189934785 189934375 189933641 189933678 189934704 189936597 189937238 189934173 189937279
73724677,1,215385576
53233299,1,215305226
33548483,1,215154567
584751,1,215690230
49426373,1,215071475
40863716,1,32202418
35053844,1,21522224
22432420,1,215080163
11460920,1,214954129
59609650,1,215251033
15834661,1,214997585
73250949,1,77319032
155373550,1,7912645
6422898,3,2060263 26912493 36592127
143784984,1,191847173
189887480,4,189883537 189888599 189886263 189885816
202574740,1,119382045
53977844,1,198124576
14595337,1,118899698
9772440,1,215579760
143220530,1,42466012
13282371,1,215165401
142589335,1,152280943
5093,1,215682294
195941062,1,12622032
52961999,1,52051519
210996844,1,215440199
57573452,1,215376148
203828666,1,215463215
16190231,1,196597238
210131138,1,215442481
10510758,1,215691999
17042955,1,215688146
8972171,1,4400458
25270899,1,215165181
15767336,1,36187047
68844767,1,36980082
20483862,1,210199593
14698195,1,215213411
54228953,1,54301151
19441381,1,215067601
19582498,1,214917519
182751169,1,215250948
198153982,1,33599448
157990257,1,168278462
195217721,11,195214784 195217280 195215978 195214282 195214506 195214573 195215601 195216180 195214710 195212795 195215100
158429200,1,215445271
52245063,1,215285578
202849131,1,215502690
208064697,5,208065655 208066254 208067186 208065111 208065529
165283707,1,199061815
29419290,1,35429190
196931923,1,196820253
150409838,1,156272752
43964870,8,214870400 43981283 43966884 215139909 215042541 215080048 215156821 215084730
165173682,1,165328201
212688124,1,215421133
13219872,1,215035217
90496747,1,2309703
199469717,1,156690367
20479592,1,215168762
134368226,1,211598121
122064411,1,122487958
195137596,1,195277856
21726292,1,214907331
6593912,1,83807758
150339048,1,215339856
6792667,1,215077560
10010675,1,215654777
197200131,1,33735929
45442712,1,20891722
118940506,1,197528975
71004406,1,71520630
85494408,1,215277429
14600359,1,215641992
2006853,1,215644231
16069772,1,31909358
27007969,1,756502
14218538,1,215648895
136590107,1,189852603
57073078,1,12638174
83913323,2,84747988 85429701
18325775,1,214963771
16780350,1,215648118
29989076,1,215130118
4703646,1,215124305
95892699,1,119614358
57783399,1,215355733
18269786,1,215040646
198729226,1,198609094
9974667,1,215077902
