7708460,8,"[2116963, 7708460, 32378513, 27109939, 21097843, 9590488, 40956538, 46668189]"
33688686,2,"[33688686, 6456775]"
189842960,3,"[189842960, 189843978, 189843600]"
159089409,2,"[159089409, 211367701]"
197593765,7,"[197591620, 197593765, 197599851, 197596204, 197591757, 197598479, 197593620]"
10475341,9,"[29360004, 19350651, 10475341, 40891534, 37772977, 42478164, 9701044, 12838651, 35645151]"
19654532,3,"[42956987, 19654532, 34218246]"
207029182,2,"[20487953, 207029182]"
155183645,5,"[87856674, 155183645, 135073551, 88278647, 155124285]"
30030968,7,"[38281508, 24420856, 32874898, 40979415, 30030968, 40583385, 35338941]"
81726174,21,"[40815636, 33851673, 28300716, 19882541, 1512877, 10153137, 62776502, 31963968, 19213378, 40007237, 32437831, 27777745, 37190619, 62802268, 81726174, 32148834, 9584488, 10304365, 136125297, 7787377, 43219320]"
186466295,6,"[188833633, 187638285, 186998451, 188800404, 186466295, 187048189]"
36369771,3,"[36369771, 42304100, 33822676]"
55860068,2,"[124939132, 55860068]"
54100473,7,"[215308105, 54122731, 215289996, 54121071, 54113842, 54125141, 54100473]"
36654548,5,"[31846983, 13525608, 28336487, 33201419, 36654548]"
42741501,2,"[34774460, 42741501]"
155434450,6,"[155233509, 155781000, 158699946, 186390832, 155434450, 155301502]"
71401393,5,"[128669643, 204671149, 71401393, 204694812, 204690367]"
39446343,6,"[39446343, 38833864, 6492400, 26870065, 15381427, 32248671]"
42635688,6,"[29302977, 40433954, 31336391, 42635688, 21088617, 33610585]"
36086158,6,"[26262274, 29693896, 90317803, 36086158, 90915026, 90898869]"
177616881,2,"[177616881, 177593113]"
35365838,6,"[3260868, 32241412, 42286341, 6885866, 35365838, 36444727]"
11946355,3,"[32241010, 11946355, 26327447]"
46249959,5,"[19151973, 36357062, 46249959, 45386324, 29049368]"
195243736,4,"[195243512, 195243547, 195242262, 195243736]"
88310987,4,"[87729704, 87531848, 88310987, 87876870]"
52115902,2,"[52117308, 52115902]"
51650438,6,"[51654912, 51650438, 51661199, 51663030, 51660984, 51668569]"
189911121,2,"[189911121, 189911281]"
96027601,4,"[96653881, 97517993, 96027601, 95995437]"
157188396,9,"[157143841, 157328228, 157551111, 157830603, 157188396, 157796750, 157356438, 157319799, 157767899]"
4302497,6,"[32407681, 4302497, 35432225, 4353613, 4305428, 4343710]"
122064411,3,"[122064411, 122487958, 122590775]"
16312907,2,"[119366073, 16312907]"
201164277,2,"[78736224, 201164277]"
92427533,6,"[91441381, 92461573, 92427533, 90166929, 215085713, 49229116]"
189863352,6,"[189863171, 189862919, 189863345, 189862866, 189863352, 137184606]"
128481791,20,"[126617221, 107157133, 128881809, 128708242, 126879892, 128307349, 126559022, 127882934, 128109751, 127993786, 126591685, 127660638, 128463458, 128471141, 106476389, 128152815, 128313712, 127068530, 96521587, 128481791]"
27007969,2,"[27007969, 756502]"
37692560,6,"[34599531, 40552782, 38154510, 1149552, 12055953, 37692560]"
4398625,5,"[4398625, 12584164, 4357223, 4404981, 4387030]"
92608147,3,"[92608147, 171735507, 172069167]"
133524890,32,"[102443283, 133524890, 99194395, 148332958, 99368998, 98998438, 132296107, 99051959, 132916921, 99868350, 99332928, 100234561, 138468418, 78099009, 99903811, 132499274, 78227276, 99717459, 132098772, 183761756, 99588446, 187955806, 100491624, 101480685, 100112621, 184170607, 100250608, 196833646, 101772527, 99549555, 196464501, 99669750]"
91161368,4,"[91161368, 188759188, 124011868, 188597936]"
133944320,5,"[133944320, 134303841, 135290916, 135163816, 134329469]"
169247061,2,"[169247061, 169613174]"
12937102,5,"[19290528, 35436360, 12937102, 39399729, 45772668]"
198174808,4,"[198174808, 198177923, 198174468, 198178511]"
140645786,2,"[140645786, 133922707]"
214651963,4,"[214651963, 214653878, 214652268, 214652710]"
43951101,32,"[214991872, 214971136, 214916739, 214969225, 43955852, 43964178, 215118100, 43976470, 215114400, 214940835, 43949348, 214862376, 43947305, 43944618, 215170097, 43957940, 214891190, 214875329, 43926724, 215080260, 43958859, 43983439, 43932496, 43981269, 43967702, 43942229, 215094237, 43975648, 214825445, 215126523, 43951101, 215074430]"
43925546,4,"[215013016, 43925546, 214870532, 43957052]"
70870434,2,"[70870434, 31247407]"
129278650,2,"[129278650, 163281380]"
163964275,3,"[146821409, 163964275, 149761974]"
116486513,3,"[116760952, 116486513, 116246708]"
182393229,18,"[182446432, 182545632, 181918498, 181411363, 182612395, 181497452, 182393229, 182484813, 182387724, 182223024, 181597453, 182770931, 182527093, 182939863, 182681432, 181783706, 182215291, 181685983]"
204143944,4,"[204143944, 204129963, 204144883, 204150159]"
111186272,6,"[111186272, 117102690, 137581480, 106425493, 133714391, 137217501]"
120452347,3,"[120292413, 120257133, 120452347]"
211538001,6,"[214506566, 214630825, 214767628, 211538001, 212741268, 211479004]"
91734082,5,"[83776032, 91734082, 46819780, 92170029, 92161655]"
116727784,4,"[116727784, 116335514, 116778990, 116272823]"
92741275,4,"[92741275, 91387564, 92553845, 91742158]"
140093379,4,"[137063996, 140093379, 139909964, 139343046]"
189782206,2,"[189777656, 189782206]"
73068826,3,"[73068826, 215665967, 9027591]"
35116550,2,"[6992896, 35116550]"
24534689,2,"[24534689, 23411404]"
52297724,2,"[118537539, 52297724]"
47575402,2,"[47575402, 47563058]"
167097700,4,"[165328058, 166474003, 167097700, 198676343]"
147036238,2,"[165041889, 147036238]"
125309718,3,"[67279585, 125309718, 121180407]"
214750692,9,"[214750692, 214751365, 214749195, 214749970, 214750035, 214751765, 214750618, 214750014, 214749759]"
92396055,4,"[92118304, 91868121, 92396055, 92673119]"
127667823,2,"[127937379, 127667823]"
162457952,2,"[162457952, 150319479]"
121845,4,"[196688413, 54581682, 54488620, 121845]"
4736670,2,"[4751377, 4736670]"
86890982,3,"[87642468, 187634404, 86890982]"
195113044,10,"[195104131, 195108900, 195097869, 195114061, 195098192, 195113044, 195107988, 195103574, 195116286, 195116383]"
23247955,2,"[35742593, 23247955]"
94196041,2,"[94196041, 93212381]"
184718910,4,"[184718910, 182960537, 183728548, 184007998]"
165253445,3,"[144103777, 165253445, 189449798]"
93898391,4,"[93616120, 94474993, 146046380, 93898391]"
7201700,4,"[42290720, 30611868, 7201700, 8026940]"
101087076,4,"[134829912, 101087076, 133941268, 134368852]"
120624362,2,"[120624362, 40317527]"
5166418,4,"[5166418, 31159562, 4305260, 42434317]"
49644087,2,"[210933707, 49644087]"
195146945,3,"[195146945, 195148689, 195124899]"
170022524,5,"[169793958, 86453066, 169261358, 3993104, 170022524]"
16028209,4,"[16644753, 14439155, 17156100, 16028209]"
49539603,4,"[69549986, 49539603, 139643773, 115357654]"
205608788,2,"[45126952, 205608788]"
46260004,12,"[38486081, 38910884, 46260004, 39906994, 39589524, 23070360, 21541433, 41553595, 5795772, 40398813, 40508766, 38551775]"
51696668,3,"[51699987, 51696668, 51697309]"
640092,3,"[5532337, 640092, 42731838]"
215144887,3,"[209662738, 209163732, 215144887]"
5124034,4,"[582201, 5124034, 28034615, 31497439]"
6476710,9,"[35227171, 6476710, 32097135, 21006192, 43689750, 39674999, 34048249, 33254714, 5305115]"
198173339,4,"[198177568, 198178559, 198173339, 198175519]"
189918042,4,"[189918736, 189918033, 189918042, 189917717]"
42804380,5,"[206139751, 31772107, 42804380, 19908210, 2648988]"
140021023,2,"[59373652, 140021023]"
85416606,4,"[19986329, 86078514, 38547786, 85416606]"
51934546,8,"[53231137, 52311715, 53108068, 53945931, 52013456, 53178353, 51934546, 51887645]"
189855331,10,"[189855331, 189855110, 198205226, 189901549, 189901678, 189854134, 189880855, 189918650, 189919357, 198202079]"
181513855,4,"[83549274, 181537675, 182659406, 181513855]"
146964794,5,"[146827274, 147557676, 147114995, 147572116, 146964794]"
7708460,8,"[2116963, 7708460, 32378513, 27109939, 21097843, 9590488, 40956538, 46668189]"
33688686,2,"[33688686, 6456775]"
189842960,3,"[189842960, 189843978, 189843600]"
159089409,2,"[159089409, 211367701]"
197593765,7,"[197591620, 197593765, 197599851, 197596204, 197591757, 197598479, 197593620]"
10475341,9,"[29360004, 19350651, 10475341, 40891534, 37772977, 42478164, 9701044, 12838651, 35645151]"
19654532,3,"[42956987, 19654532, 34218246]"
207029182,2,"[20487953, 207029182]"
155183645,5,"[87856674, 155183645, 135073551, 88278647, 155124285]"
30030968,7,"[38281508, 24420856, 32874898, 40979415, 30030968, 40583385, 35338941]"
81726174,21,"[40815636, 33851673, 28300716, 19882541, 1512877, 10153137, 62776502, 31963968, 19213378, 40007237, 32437831, 27777745, 37190619, 62802268, 81726174, 32148834, 9584488, 10304365, 136125297, 7787377, 43219320]"
186466295,6,"[188833633, 187638285, 186998451, 188800404, 186466295, 187048189]"
36369771,3,"[36369771, 42304100, 33822676]"
55860068,2,"[124939132, 55860068]"
54100473,7,"[215308105, 54122731, 215289996, 54121071, 54113842, 54125141, 54100473]"
36654548,5,"[31846983, 13525608, 28336487, 33201419, 36654548]"
42741501,2,"[34774460, 42741501]"
155434450,6,"[155233509, 155781000, 158699946, 186390832, 155434450, 155301502]"
71401393,5,"[128669643, 204671149, 71401393, 204694812, 204690367]"
39446343,6,"[39446343, 38833864, 6492400, 26870065, 15381427, 32248671]"
42635688,6,"[29302977, 40433954, 31336391, 42635688, 21088617, 33610585]"
36086158,6,"[26262274, 29693896, 90317803, 36086158, 90915026, 90898869]"
177616881,2,"[177616881, 177593113]"
35365838,6,"[3260868, 32241412, 42286341, 6885866, 35365838, 36444727]"
11946355,3,"[32241010, 11946355, 26327447]"
46249959,5,"[19151973, 36357062, 46249959, 45386324, 29049368]"
195243736,4,"[195243512, 195243547, 195242262, 195243736]"
88310987,4,"[87729704, 87531848, 88310987, 87876870]"
52115902,2,"[52117308, 52115902]"
51650438,6,"[51654912, 51650438, 51661199, 51663030, 51660984, 51668569]"
189911121,2,"[189911121, 189911281]"
96027601,4,"[96653881, 97517993, 96027601, 95995437]"
157188396,9,"[157143841, 157328228, 157551111, 157830603, 157188396, 157796750, 157356438, 157319799, 157767899]"
4302497,6,"[32407681, 4302497, 35432225, 4353613, 4305428, 4343710]"
122064411,3,"[122064411, 122487958, 122590775]"
16312907,2,"[119366073, 16312907]"
201164277,2,"[78736224, 201164277]"
92427533,6,"[91441381, 92461573, 92427533, 90166929, 215085713, 49229116]"
189863352,6,"[189863171, 189862919, 189863345, 189862866, 189863352, 137184606]"
128481791,20,"[126617221, 107157133, 128881809, 128708242, 126879892, 128307349, 126559022, 127882934, 128109751, 127993786, 126591685, 127660638, 128463458, 128471141, 106476389, 128152815, 128313712, 127068530, 96521587, 128481791]"
27007969,2,"[27007969, 756502]"
37692560,6,"[34599531, 40552782, 38154510, 1149552, 12055953, 37692560]"
4398625,5,"[4398625, 12584164, 4357223, 4404981, 4387030]"
92608147,3,"[92608147, 171735507, 172069167]"
133524890,32,"[102443283, 133524890, 99194395, 148332958, 99368998, 98998438, 132296107, 99051959, 132916921, 99868350, 99332928, 100234561, 138468418, 78099009, 99903811, 132499274, 78227276, 99717459, 132098772, 183761756, 99588446, 187955806, 100491624, 101480685, 100112621, 184170607, 100250608, 196833646, 101772527, 99549555, 196464501, 99669750]"
91161368,4,"[91161368, 188759188, 124011868, 188597936]"
133944320,5,"[133944320, 134303841, 135290916, 135163816, 134329469]"
169247061,2,"[169247061, 169613174]"
12937102,5,"[19290528, 35436360, 12937102, 39399729, 45772668]"
198174808,4,"[198174808, 198177923, 198174468, 198178511]"
140645786,2,"[140645786, 133922707]"
214651963,4,"[214651963, 214653878, 214652268, 214652710]"
43951101,32,"[214991872, 214971136, 214916739, 214969225, 43955852, 43964178, 215118100, 43976470, 215114400, 214940835, 43949348, 214862376, 43947305, 43944618, 215170097, 43957940, 214891190, 214875329, 43926724, 215080260, 43958859, 43983439, 43932496, 43981269, 43967702, 43942229, 215094237, 43975648, 214825445, 215126523, 43951101, 215074430]"
43925546,4,"[215013016, 43925546, 214870532, 43957052]"
70870434,2,"[70870434, 31247407]"
129278650,2,"[129278650, 163281380]"
163964275,3,"[146821409, 163964275, 149761974]"
116486513,3,"[116760952, 116486513, 116246708]"
182393229,18,"[182446432, 182545632, 181918498, 181411363, 182612395, 181497452, 182393229, 182484813, 182387724, 182223024, 181597453, 182770931, 182527093, 182939863, 182681432, 181783706, 182215291, 181685983]"
204143944,4,"[204143944, 204129963, 204144883, 204150159]"
111186272,6,"[111186272, 117102690, 137581480, 106425493, 133714391, 137217501]"
120452347,3,"[120292413, 120257133, 120452347]"
211538001,6,"[214506566, 214630825, 214767628, 211538001, 212741268, 211479004]"
91734082,5,"[83776032, 91734082, 46819780, 92170029, 92161655]"
116727784,4,"[116727784, 116335514, 116778990, 116272823]"
92741275,4,"[92741275, 91387564, 92553845, 91742158]"
140093379,4,"[137063996, 140093379, 139909964, 139343046]"
189782206,2,"[189777656, 189782206]"
73068826,3,"[73068826, 215665967, 9027591]"
35116550,2,"[6992896, 35116550]"
24534689,2,"[24534689, 23411404]"
52297724,2,"[118537539, 52297724]"
47575402,2,"[47575402, 47563058]"
167097700,4,"[165328058, 166474003, 167097700, 198676343]"
147036238,2,"[165041889, 147036238]"
125309718,3,"[67279585, 125309718, 121180407]"
214750692,9,"[214750692, 214751365, 214749195, 214749970, 214750035, 214751765, 214750618, 214750014, 214749759]"
92396055,4,"[92118304, 91868121, 92396055, 92673119]"
127667823,2,"[127937379, 127667823]"
162457952,2,"[162457952, 150319479]"
121845,4,"[196688413, 54581682, 54488620, 121845]"
4736670,2,"[4751377, 4736670]"
86890982,3,"[87642468, 187634404, 86890982]"
195113044,10,"[195104131, 195108900, 195097869, 195114061, 195098192, 195113044, 195107988, 195103574, 195116286, 195116383]"
23247955,2,"[35742593, 23247955]"
94196041,2,"[94196041, 93212381]"
184718910,4,"[184718910, 182960537, 183728548, 184007998]"
165253445,3,"[144103777, 165253445, 189449798]"
93898391,4,"[93616120, 94474993, 146046380, 93898391]"
7201700,4,"[42290720, 30611868, 7201700, 8026940]"
101087076,4,"[134829912, 101087076, 133941268, 134368852]"
120624362,2,"[120624362, 40317527]"
5166418,4,"[5166418, 31159562, 4305260, 42434317]"
49644087,2,"[210933707, 49644087]"
195146945,3,"[195146945, 195148689, 195124899]"
170022524,5,"[169793958, 86453066, 169261358, 3993104, 170022524]"
16028209,4,"[16644753, 14439155, 17156100, 16028209]"
49539603,4,"[69549986, 49539603, 139643773, 115357654]"
185375932,5,"[183702318, 108796720, 183274203, 185375932, 184190814]"
189835181,8,"[189836832, 189833059, 189835181, 189835248, 189833713, 189834453, 189836155, 189834207]"
211188525,2,"[156634826, 211188525]"
156634826,2,"[156634826, 211188525]"
152187819,3,"[147153936, 152187819, 130261007]"
68522144,4,"[58447072, 68522144, 73411003, 68018352]"
5239539,7,"[27470246, 37446695, 54389311, 5239539, 54362291, 54375869, 195214911]"
6000202,3,"[6000202, 13542955, 38376018]"
200152942,4,"[157450001, 157680682, 200152942, 157394122]"
103828341,10,"[140039014, 103013351, 105919943, 103272136, 103537037, 140074830, 103714224, 139675185, 139340083, 103828341]"
151280941,2,"[151111076, 151280941]"
193555319,7,"[193544999, 162776460, 159288845, 162690194, 193555319, 162150745, 160523837]"
12774068,3,"[34812107, 12774068, 27470463]"
73309650,2,"[73309650, 109858563]"
52820364,5,"[18606113, 80062980, 79897349, 52820364, 57184951]"
146840790,2,"[146840790, 111435526]"
71836343,2,"[41457432, 71836343]"
87659517,4,"[88294200, 85961706, 91507762, 87659517]"
17314099,3,"[11000914, 17314099, 55774348]"
134675978,3,"[133931936, 134675978, 133870059]"
204100054,7,"[204118315, 204096780, 204148173, 204140909, 204100054, 204123350, 204123132]"
166446226,6,"[166921830, 168137578, 166519116, 168143117, 166446226, 166598586]"
187903232,4,"[187903232, 186537383, 189390627, 108735591]"
121613959,2,"[17421565, 121613959]"
163634521,2,"[163634521, 147629909]"
29602863,3,"[25093765, 30782262, 29602863]"
63072164,3,"[64091426, 63072164, 59312450]"
169222308,5,"[169222308, 170266756, 170918347, 192448822, 211928507]"
8816978,3,"[8816978, 29013444, 24435357]"
45595699,3,"[45220728, 20645521, 45595699]"
171813141,3,"[171813141, 201709883, 201766797]"
120082994,2,"[195070138, 120082994]"
208015782,5,"[210510562, 208015782, 210510215, 199545516, 211216526]"
188232965,4,"[198824561, 153062900, 188232965, 188642919]"
198127859,3,"[198969738, 198127859, 85959630]"
195857770,3,"[195857841, 195857770, 88538954]"
133996599,5,"[134394048, 133735232, 134497763, 133996599, 134649433]"
19156465,2,"[19156465, 72524460]"
51656416,3,"[51656416, 51637940, 51673749]"
29439820,3,"[8557425, 29439820, 11631406]"
123235493,2,"[123235493, 94284719]"
10824901,2,"[99081396, 10824901]"
195862817,3,"[195862817, 26713452, 168386637]"
813469,2,"[53433757, 813469]"
43453715,3,"[3621432, 12549593, 43453715]"
201140721,5,"[201125569, 201901645, 202778863, 201140721, 201128593]"
129932852,5,"[128278916, 140704678, 129979630, 129932852, 130116639]"
