Corpus,Amount,Duplicates
197036102,2,"['196695103', '197036102']"
119386612,2,"['7372453', '119386612']"
53084711,2,"['53084715', '53084711']"
1846227,2,"['215213472', '1846227']"
61568769,2,"['204192314', '61568769']"
5014892,2,"['54598961', '5014892']"
9102779,2,"['201882514', '9102779']"
43247059,2,"['214884750', '43247059']"
162801033,2,"['163383299', '162801033']"
43960382,2,"['214953693', '43960382']"
21699515,2,"['215174579', '21699515']"
15947153,2,"['215671611', '15947153']"
208015782,2,"['199545516', '208015782']"
198127859,2,"['198969738', '198127859']"
96788293,2,"['189787144', '96788293']"
5124034,2,"['582201', '5124034']"
12988232,2,"['77148584', '12988232']"
21775466,2,"['214968736', '21775466']"
150321143,2,"['215374023', '150321143']"
11516107,2,"['215669903', '11516107']"
202762927,2,"['208171648', '202762927']"
199435308,2,"['215476329', '199435308']"
201837727,11,"['198965667', '203925924', '56484742', '207902406', '199449832', '108294122', '73472911', '58573872', '149446962', '73417207', '201837727']"
139206012,2,"['3780231', '139206012']"
91186112,2,"['215318689', '91186112']"
153221877,2,"['150809918', '153221877']"
96907130,2,"['197317971', '96907130']"
24712529,2,"['214862741', '24712529']"
211688,2,"['215189695', '211688']"
13372795,2,"['195916850', '13372795']"
46050730,2,"['24121320', '46050730']"
204250832,2,"['208093313', '204250832']"
110501169,2,"['51755276', '110501169']"
53309361,2,"['119371898', '53309361']"
110743010,2,"['109134622', '110743010']"
210181496,2,"['215440850', '210181496']"
34246991,10,"['214957413', '215052975', '214849264', '8811061', '9047960', '26518777', '214948411', '214845436', '214922301', '34246991']"
202269419,2,"['154939261', '202269419']"
195857770,3,"['195857841', '88538954', '195857770']"
49891172,2,"['214851931', '49891172']"
208259390,2,"['9218912', '208259390']"
4378583,2,"['214945295', '4378583']"
3355153,2,"['214948371', '3355153']"
116691435,2,"['10716696', '116691435']"
15715096,2,"['215132194', '15715096']"
37502315,2,"['214951176', '37502315']"
15332611,3,"['8140229', '18048404', '15332611']"
14027243,2,"['215591579', '14027243']"
163664921,2,"['197652167', '163664921']"
15630033,2,"['215653625', '15630033']"
52189380,2,"['215047138', '52189380']"
12762238,2,"['215562344', '12762238']"
1925036,2,"['214826628', '1925036']"
129945380,2,"['215345562', '129945380']"
89157495,2,"['20672984', '89157495']"
47021291,2,"['215141256', '47021291']"
203095669,2,"['165000461', '203095669']"
1726228,4,"['32669863', '8624358', '35902089', '1726228']"
14885320,2,"['214918940', '14885320']"
37175204,2,"['215698184', '37175204']"
96781520,2,"['98707491', '96781520']"
6308177,2,"['215655004', '6308177']"
203452344,2,"['215500429', '203452344']"
14460491,2,"['215020337', '14460491']"
13807704,2,"['214929564', '13807704']"
10022870,2,"['47400547', '10022870']"
211035340,2,"['7755879', '211035340']"
52017272,2,"['214959264', '52017272']"
27636134,12,"['21278337', '46702403', '43754633', '3441456', '23590065', '34540754', '43372114', '34026773', '21054357', '34957754', '21185148', '27636134']"
18904592,2,"['215028957', '18904592']"
53440369,2,"['215351630', '53440369']"
71161881,2,"['13942426', '71161881']"
132739673,2,"['133126826', '132739673']"
208179356,2,"['215459072', '208179356']"
34282214,2,"['214960497', '34282214']"
14607264,2,"['215455942', '14607264']"
93126979,2,"['121786383', '93126979']"
53184670,2,"['53191449', '53184670']"
9909392,2,"['214880746', '9909392']"
119522930,2,"['215274168', '119522930']"
7715270,2,"['214838129', '7715270']"
19614581,2,"['214939456', '19614581']"
61526270,2,"['18210582', '61526270']"
197189427,2,"['33479536', '197189427']"
196749789,2,"['197187299', '196749789']"
3236915,2,"['215135829', '3236915']"
8105870,2,"['214884779', '8105870']"
177580845,2,"['177592818', '177580845']"
60091185,2,"['7747673', '60091185']"
51656416,2,"['51673749', '51656416']"
9187245,2,"['215105525', '9187245']"
161820842,2,"['164051554', '161820842']"
17654087,2,"['215117695', '17654087']"
3913580,2,"['209271800', '3913580']"
2598720,2,"['214817937', '2598720']"
53256325,2,"['54402003', '53256325']"
17390271,2,"['215675008', '17390271']"
140021023,2,"['59373652', '140021023']"
299782,2,"['215636417', '299782']"
57758175,2,"['215289784', '57758175']"
13989216,2,"['215084042', '13989216']"
204152992,2,"['118397846', '204152992']"
30151400,2,"['215676721', '30151400']"
8960758,2,"['215276191', '8960758']"
27689469,2,"['214824362', '27689469']"
1002997,2,"['215350523', '1002997']"
124942282,2,"['124502449', '124942282']"
201118646,2,"['215505194', '201118646']"
28170936,2,"['214889822', '28170936']"
4472616,2,"['215632807', '4472616']"
54329973,64,"['54331136', '54261122', '54229765', '54360454', '54261129', '54237193', '54252427', '54263819', '54386701', '54322704', '54358801', '54427024', '54341139', '54369811', '54264345', '54299931', '54237212', '54427933', '54263199', '54245788', '54382626', '54230434', '54295203', '54357029', '54278053', '54303531', '54432431', '54425136', '54427953', '54410419', '53256756', '54232501', '54412086', '54392758', '54424769', '54297284', '54423879', '54367438', '54413647', '54247631', '54313169', '54400978', '54382543', '54417751', '54248284', '54418780', '54337117', '54408156', '54279647', '54398435', '53272934', '54397159', '54309099', '54362348', '54366961', '54378875', '54228981', '54397559', '54351864', '54385529', '54428662', '54251515', '85472893', '54329973']"
212680520,2,"['137812253', '212680520']"
1415631,2,"['215115495', '1415631']"
28197128,2,"['116003284', '28197128']"
199661485,2,"['215507014', '199661485']"
8036110,2,"['215214761', '8036110']"
730801,2,"['215014955', '730801']"
28200653,2,"['198498525', '28200653']"
29096060,2,"['215131222', '29096060']"
52188668,2,"['214820662', '52188668']"
21885541,2,"['215039467', '21885541']"
14058634,2,"['214923613', '14058634']"
4595601,2,"['214904808', '4595601']"
203728172,2,"['33665324', '203728172']"
202573851,2,"['215499579', '202573851']"
2686436,2,"['214939636', '2686436']"
201666316,2,"['215471893', '201666316']"
67869429,2,"['215333863', '67869429']"
38608331,2,"['215064933', '38608331']"
81977455,2,"['141462767', '81977455']"
91899631,2,"['201837221', '91899631']"
197408522,2,"['10880370', '197408522']"
13250350,2,"['215397696', '13250350']"
158234595,2,"['159032460', '158234595']"
210860242,2,"['215476902', '210860242']"
43225242,2,"['203740143', '43225242']"
18190335,2,"['215620007', '18190335']"
17983412,2,"['215094163', '17983412']"
121660699,2,"['215383875', '121660699']"
2742556,2,"['215004668', '2742556']"
207747713,2,"['196713319', '207747713']"
214746868,2,"['2206857', '214746868']"
14144000,2,"['215196200', '14144000']"
189826409,4,"['189831937', '189826435', '189831141', '189826409']"
32906697,2,"['214943512', '32906697']"
3657713,2,"['214858406', '3657713']"
189855331,3,"['189918650', '189855110', '189855331']"
13561063,2,"['215583530', '13561063']"
196606637,2,"['11326455', '196606637']"
112440892,2,"['15685102', '112440892']"
52815666,2,"['49294493', '52815666']"
54562529,2,"['3877660', '54562529']"
211084195,2,"['215431775', '211084195']"
27104631,2,"['215709539', '27104631']"
20000172,2,"['215093038', '20000172']"
52172927,2,"['145999042', '52172927']"
49574587,2,"['214939172', '49574587']"
147745691,2,"['185879501', '147745691']"
153260633,2,"['150422950', '153260633']"
195862817,2,"['26713452', '195862817']"
3057134,2,"['215685406', '3057134']"
108891878,2,"['25465946', '108891878']"
56201420,3,"['56191450', '56191906', '56201420']"
62104864,2,"['28383527', '62104864']"
1373315,2,"['214818763', '1373315']"
13596905,2,"['215619954', '13596905']"
199658097,2,"['198171875', '199658097']"
142168318,2,"['143327187', '142168318']"
52805616,2,"['215588400', '52805616']"
202401699,2,"['215503356', '202401699']"
177565332,4,"['177574424', '177587433', '177557278', '177565332']"
35519531,3,"['1973696', '8560767', '35519531']"
143780171,2,"['201839761', '143780171']"
4719846,2,"['214873418', '4719846']"
1706816,2,"['215099265', '1706816']"
2283591,2,"['214865390', '2283591']"
197254446,2,"['35933308', '197254446']"
38410364,2,"['73197505', '38410364']"
45067055,2,"['1137726', '45067055']"
21721680,2,"['215095282', '21721680']"
15583188,2,"['215126516', '15583188']"
208532431,2,"['215434644', '208532431']"
17809963,2,"['215051463', '17809963']"
4238650,2,"['214893290', '4238650']"
43930487,2,"['214930690', '43930487']"
43954363,2,"['214819206', '43954363']"
10346859,2,"['215649158', '10346859']"
43453715,2,"['12549593', '43453715']"
9920330,2,"['214885861', '9920330']"
136839780,2,"['137689991', '136839780']"
18335161,2,"['214970530', '18335161']"
80380193,2,"['31960442', '80380193']"
197441594,2,"['9275265', '197441594']"
13936912,2,"['195681046', '13936912']"
52315525,2,"['215361360', '52315525']"
189919232,9,"['189919363', '189919499', '189919403', '189918354', '189917302', '189919287', '189918713', '189919551', '189919232']"
85750965,2,"['198129867', '85750965']"
166876088,2,"['190972082', '166876088']"
196400393,2,"['2355025', '196400393']"
70918595,2,"['70407670', '70918595']"
210056620,2,"['107215269', '210056620']"
14219649,2,"['214910832', '14219649']"
52014774,2,"['215088340', '52014774']"
54293564,4,"['53251793', '54272757', '54311454', '54293564']"
8467562,2,"['215537892', '8467562']"
1914996,2,"['215196515', '1914996']"
201207984,2,"['215467140', '201207984']"
196157414,2,"['53417347', '196157414']"
189896512,2,"['1967141', '189896512']"
71148301,2,"['215273636', '71148301']"
75989743,2,"['13288004', '75989743']"
85706368,2,"['92556723', '85706368']"
31528626,11,"['10972168', '29449868', '41773101', '45925048', '30002133', '45062371', '5214833', '44482033', '30376439', '2306430', '31528626']"
13697872,2,"['215119189', '13697872']"
53232816,2,"['215303512', '53232816']"
202261711,2,"['203121900', '202261711']"
61730596,2,"['14758862', '61730596']"
195129822,2,"['195104320', '195129822']"
211189877,2,"['215447734', '211189877']"
161821918,2,"['195217206', '161821918']"
35350139,2,"['197311964', '35350139']"
202133817,2,"['199486311', '202133817']"
9751793,2,"['215124243', '9751793']"
15465322,2,"['215189590', '15465322']"
14423989,2,"['215651618', '14423989']"
101599989,2,"['99401461', '101599989']"
3960000,2,"['214858743', '3960000']"
202559173,2,"['41516574', '202559173']"
91185442,2,"['215289051', '91185442']"
177616881,2,"['177593113', '177616881']"
195115456,2,"['195153888', '195115456']"
5825780,2,"['32785935', '5825780']"
4268870,2,"['214854765', '4268870']"
34043132,2,"['214901213', '34043132']"
202244537,2,"['144511431', '202244537']"
189840973,19,"['195303971', '189901356', '195305533', '189865559', '189867117', '195330683', '195303609', '195333322', '189865681', '189928714', '189906730', '195219288', '189839197', '195292579', '195332545', '195305430', '195293150', '189899743', '189840973']"
5612965,2,"['195349105', '5612965']"
3279965,2,"['215664063', '3279965']"
14870238,2,"['17629556', '14870238']"
4308577,2,"['215169766', '4308577']"
4353731,2,"['215053081', '4353731']"
49210187,2,"['214861412', '49210187']"
18307456,2,"['215214577', '18307456']"
46963643,3,"['53758548', '52149957', '46963643']"
30733826,2,"['214822708', '30733826']"
10245864,2,"['198124637', '10245864']"
43948239,53,"['214915456', '214924034', '214830725', '215062407', '215154698', '43967629', '214981006', '214849553', '43932688', '215050774', '215027095', '214979607', '214923417', '43958046', '43939239', '215059496', '215052972', '43936172', '43961134', '43969710', '43928113', '215171514', '43922491', '43970748', '215109565', '214848958', '215110724', '215031621', '214869319', '215034440', '43950667', '215041996', '43948366', '215167568', '43972819', '214900441', '214978010', '43952219', '43933021', '215088862', '215084514', '43944163', '215140199', '43960044', '43959918', '215074031', '43967730', '214957433', '43960186', '215102971', '215046780', '215164542', '43948239']"
123789647,2,"['123407625', '123789647']"
74845969,2,"['15713338', '74845969']"
86095489,2,"['198122486', '86095489']"
15272924,2,"['215575310', '15272924']"
74598373,2,"['26006751', '74598373']"
14698921,2,"['215552113', '14698921']"
10562170,2,"['90220973', '10562170']"
195672614,3,"['9062904', '195670602', '195672614']"
207894978,2,"['215476743', '207894978']"
52005436,2,"['215160010', '52005436']"
39070754,2,"['197239710', '39070754']"
14914187,2,"['34085802', '14914187']"
3367239,2,"['215008999', '3367239']"
33408941,2,"['24008436', '33408941']"
34270026,2,"['214824655', '34270026']"
12557299,2,"['13927587', '12557299']"
3036703,2,"['215050972', '3036703']"
52903739,2,"['69608152', '52903739']"
208223944,2,"['215436199', '208223944']"
20809524,2,"['54524608', '20809524']"
37627113,2,"['89449711', '37627113']"
210334456,4,"['212693027', '211087467', '209426203', '210334456']"
14774270,2,"['15583142', '14774270']"
60083573,2,"['106626094', '60083573']"
196783735,2,"['98344860', '196783735']"
42741501,2,"['34774460', '42741501']"
52822446,2,"['215398389', '52822446']"
51677458,80,"['6359171', '54299525', '54433289', '54402953', '53277067', '54430731', '205970061', '53266958', '54319885', '54323344', '54333204', '54257943', '51679515', '54333984', '54332705', '54429090', '54286374', '54314918', '54426792', '54317609', '54296024', '54255275', '54232492', '28679084', '54272174', '54246447', '54249264', '54284335', '54256179', '54284084', '54413183', '54232505', '54291641', '54276797', '54285374', '54426173', '54286272', '54325441', '54226753', '54311745', '54291265', '205971007', '54238782', '54396863', '54314311', '54279360', '33354954', '54373453', '54318030', '54347726', '54282064', '54427089', '54261717', '54388823', '54278104', '54307159', '54298071', '54396763', '54230746', '54367192', '54310103', '53275229', '54355419', '54247393', '54428279', '53254888', '54336491', '54248560', '54406385', '54323314', '54418035', '54418036', '54319222', '54317303', '54374648', '51677177', '54286972', '54238333', '54248703', '51677458']"
20803711,2,"['215090196', '20803711']"
204361983,2,"['14620372', '204361983']"
121951881,2,"['195204332', '121951881']"
1816204,2,"['73173526', '1816204']"
146964794,2,"['147572116', '146964794']"
5060069,2,"['215562928', '5060069']"
7268563,2,"['62762078', '7268563']"
146075964,2,"['215381360', '146075964']"
140851741,2,"['76604417', '140851741']"
8120318,2,"['214873270', '8120318']"
35787765,2,"['215654834', '35787765']"
14880771,2,"['215586850', '14880771']"
201162882,2,"['215434100', '201162882']"
51653475,2,"['52956061', '51653475']"
36093485,21,"['7312774', '5386504', '42428172', '28054413', '22124814', '7213471', '1235065', '29119013', '29100590', '28462001', '1320370', '5529530', '5055678', '1345348', '41880676', '38004324', '36831338', '4628460', '29820917', '19932409', '36093485']"
195274253,2,"['195129296', '195274253']"
209476492,2,"['215467964', '209476492']"
21554776,2,"['214894267', '21554776']"
210181505,2,"['215437982', '210181505']"
206028011,21,"['54402052', '53272968', '54264346', '54265504', '53259434', '54235052', '54350893', '54315697', '54250174', '54387661', '54240206', '54361678', '54322000', '54305105', '54371025', '54305376', '54422373', '54428396', '54369009', '54233075', '206028011']"
6841318,2,"['214996852', '6841318']"
53391754,2,"['197591445', '53391754']"
213179795,2,"['138808327', '213179795']"
3659192,2,"['53874022', '3659192']"
122436647,2,"['173178518', '122436647']"
15410127,2,"['215661073', '15410127']"
29154673,2,"['215156955', '29154673']"
195336481,10,"['195338880', '195338439', '195336169', '195337961', '195339596', '195337935', '195338929', '195337659', '195339292', '195336481']"
41619133,2,"['196365841', '41619133']"
2298664,2,"['198504034', '2298664']"
37139889,2,"['214851085', '37139889']"
4561755,5,"['215137292', '215123475', '214927300', '4431558', '4561755']"
204134227,2,"['204102975', '204134227']"
45035602,2,"['215076877', '45035602']"
3862089,2,"['215012539', '3862089']"
11633984,2,"['215386472', '11633984']"
43973982,2,"['214870799', '43973982']"
90627865,36,"['90718722', '91073037', '90810382', '90442791', '90718765', '90650200', '90811481', '89846366', '89843307', '89842813', '90442881', '90847881', '91146891', '90764435', '90034330', '90447522', '90349228', '89889455', '90307258', '90933957', '90119366', '90995913', '90484505', '90165064', '89926476', '90993003', '90787692', '90030476', '91081641', '89942970', '90537402', '89844675', '90987483', '90005472', '90856445', '90627865']"
211044519,2,"['215430212', '211044519']"
47564497,2,"['52828810', '47564497']"
148574266,2,"['215386025', '148574266']"
4398625,2,"['4387030', '4398625']"
35116550,2,"['6992896', '35116550']"
202830721,2,"['215503628', '202830721']"
32158333,2,"['215115885', '32158333']"
79133368,2,"['71859192', '79133368']"
70457359,2,"['76308682', '70457359']"
22574164,2,"['215114185', '22574164']"
189880199,2,"['189880597', '189880199']"
64364707,2,"['215364181', '64364707']"
16475494,2,"['14031416', '16475494']"
13329782,2,"['22032738', '13329782']"
30424052,2,"['214873484', '30424052']"
214695589,34,"['214694657', '214694530', '211072789', '214694426', '214694427', '214695583', '210151456', '214694945', '214695590', '214695591', '211134247', '214694445', '214695349', '210893119', '214694721', '211070793', '214695502', '214695380', '214601815', '214695389', '214695262', '214695265', '214694626', '214695011', '214695144', '211136874', '214695151', '214694515', '214617588', '214695411', '214694775', '214694652', '214694653', '214695589']"
195881347,2,"['5693814', '195881347']"
58008558,2,"['215372192', '58008558']"
197760185,2,"['152810416', '197760185']"
71556268,2,"['70737508', '71556268']"
152283653,2,"['162183370', '152283653']"
26223300,2,"['214951181', '26223300']"
26364048,2,"['941961', '26364048']"
14308178,2,"['11282407', '14308178']"
196515092,2,"['196560255', '196515092']"
198963180,2,"['215509410', '198963180']"
13202984,2,"['214847284', '13202984']"
196971833,2,"['96568230', '196971833']"
17232060,2,"['215642862', '17232060']"
5882079,2,"['215643380', '5882079']"
145738684,2,"['210211749', '145738684']"
108901398,2,"['215342863', '108901398']"
17029580,2,"['214895304', '17029580']"
43966151,2,"['215102782', '43966151']"
31175936,2,"['186209153', '31175936']"
110130872,2,"['110065623', '110130872']"
1236423,2,"['62727047', '1236423']"
14194663,2,"['214952167', '14194663']"
202759863,2,"['215477190', '202759863']"
195071043,2,"['121272443', '195071043']"
30519759,2,"['7616846', '30519759']"
699804,2,"['215632879', '699804']"
160017834,2,"['215457758', '160017834']"
195110209,2,"['195164978', '195110209']"
1358798,12,"['29970976', '27980801', '42212582', '32731273', '34893322', '39886155', '46306763', '40706029', '45430153', '26495191', '45623325', '1358798']"
162303930,2,"['192979606', '162303930']"
211473486,2,"['215421890', '211473486']"
201438912,2,"['168910462', '201438912']"
191537608,2,"['201777636', '191537608']"
49661240,2,"['215097508', '49661240']"
122599037,2,"['186233765', '122599037']"
53787881,2,"['215290202', '53787881']"
4374408,2,"['215158733', '4374408']"
210997303,2,"['211122361', '210997303']"
13719471,2,"['215102000', '13719471']"
1779159,2,"['62707024', '1779159']"
202745171,2,"['215492749', '202745171']"
116605797,2,"['52129561', '116605797']"
5475160,2,"['71625216', '5475160']"
189928798,87,"['195331585', '195332621', '195219983', '189905943', '189863965', '189866527', '198175779', '189929522', '195094582', '195369532', '195094076', '195094598', '195330130', '195292754', '195235938', '189906019', '189906530', '195220073', '195240047', '195332726', '195095159', '195368063', '189840512', '189865602', '189905552', '195220114', '189842581', '195292826', '195330715', '195221148', '189837985', '195291809', '195239596', '189875885', '195096239', '195368112', '189785269', '208363703', '189905592', '189839545', '189838522', '195332284', '195332810', '189864675', '195305193', '189928702', '18743550', '195224324', '195095301', '189840651', '195303694', '195331857', '189905683', '195305749', '189905695', '195331878', '189928744', '195094332', '189905755', '195291489', '189929332', '195095930', '195068795', '28716936', '195331467', '195304848', '189863834', '189864860', '195095457', '189929890', '195302824', '195367336', '195094959', '195330483', '195094453', '13240764', '189905352', '189837772', '195331026', '186223574', '195218905', '189839839', '189864929', '189912553', '189875179', '195219436', '189928798']"
41400350,2,"['125017157', '41400350']"
108286351,2,"['215310435', '108286351']"
118785163,2,"['96598882', '118785163']"
39244791,2,"['214847674', '39244791']"
201198533,2,"['215460962', '201198533']"
122620933,2,"['209922412', '122620933']"
207935700,2,"['215460784', '207935700']"
46936686,2,"['214912625', '46936686']"
51883546,2,"['215149030', '51883546']"
201711044,2,"['215490063', '201711044']"
88924471,2,"['33481406', '88924471']"
210829277,2,"['215427550', '210829277']"
42259620,2,"['30010005', '42259620']"
141731175,2,"['191452837', '141731175']"
6825003,2,"['215061936', '6825003']"
123039105,2,"['124786087', '123039105']"
12887154,2,"['214838840', '12887154']"
119727791,2,"['119718132', '119727791']"
122068907,2,"['195285799', '122068907']"
197334535,2,"['95254690', '197334535']"
7852881,2,"['215150732', '7852881']"
25702927,2,"['10086512', '25702927']"
201753859,2,"['144123187', '201753859']"
47575402,2,"['47563058', '47575402']"
54104685,2,"['215294935', '54104685']"
73009108,2,"['339195', '73009108']"
195108717,2,"['195143495', '195108717']"
53108090,2,"['215311944', '53108090']"
1923574,2,"['215522497', '1923574']"
119521903,2,"['6018514', '119521903']"
201164277,2,"['78736224', '201164277']"
15502830,2,"['215644729', '15502830']"
201705096,2,"['119234789', '201705096']"
132035324,2,"['215334721', '132035324']"
29715973,2,"['35935713', '29715973']"
201092792,2,"['98410215', '201092792']"
62800202,2,"['17886847', '62800202']"
94979381,2,"['197006490', '94979381']"
16041199,2,"['215614841', '16041199']"
71143481,2,"['215348167', '71143481']"
141709131,2,"['66145887', '141709131']"
43978556,2,"['214994298', '43978556']"
1867053,3,"['206442848', '38475600', '1867053']"
209445725,2,"['215433157', '209445725']"
9443627,2,"['215020166', '9443627']"
144766380,2,"['194036991', '144766380']"
14098021,2,"['215666466', '14098021']"
210996706,2,"['215442544', '210996706']"
15360977,2,"['18955508', '15360977']"
18111239,2,"['215614708', '18111239']"
119114896,2,"['126271890', '119114896']"
4832396,2,"['214948167', '4832396']"
1830164,2,"['215402586', '1830164']"
2217266,2,"['86206402', '2217266']"
195842475,2,"['55073227', '195842475']"
189940874,2,"['144279703', '189940874']"
11946355,2,"['32241010', '11946355']"
8532964,2,"['109703247', '8532964']"
37583076,2,"['214892074', '37583076']"
7431908,2,"['215517095', '7431908']"
13955462,2,"['215099964', '13955462']"
208031831,2,"['215458388', '208031831']"
196561667,2,"['215329746', '196561667']"
28420453,2,"['215685862', '28420453']"
137575640,2,"['173187350', '137575640']"
14737418,2,"['214906244', '14737418']"
51626431,2,"['215042484', '51626431']"
131120532,2,"['198124853', '131120532']"
13646844,2,"['31131324', '13646844']"
8841502,2,"['207872567', '8841502']"
30512324,2,"['215299209', '30512324']"
195134941,2,"['195279922', '195134941']"
21727714,2,"['196638704', '21727714']"
16264743,2,"['215049615', '16264743']"
22603112,2,"['149636822', '22603112']"
210159028,2,"['215426013', '210159028']"
2386913,2,"['215627012', '2386913']"
149806544,2,"['210644843', '149806544']"
4231002,2,"['54561369', '4231002']"
202658668,33,"['202645637', '202654588', '202655757', '202657300', '202652053', '202645159', '202650799', '202653875', '202655413', '202655032', '202651192', '202655674', '202655165', '202645056', '202648256', '202651587', '202650438', '202660425', '202644172', '202644685', '202645199', '202645201', '202651474', '202659544', '202656346', '202654944', '202647785', '202658671', '202648560', '202652533', '202651512', '202646268', '202658668']"
196585367,2,"['36467648', '196585367']"
18904643,2,"['214995962', '18904643']"
6476710,3,"['32097135', '34048249', '6476710']"
14339693,2,"['215599997', '14339693']"
14729723,2,"['214858217', '14729723']"
29072337,10,"['4333258', '53950124', '52309613', '53036975', '46382993', '52078290', '46961846', '49313180', '46805917', '29072337']"
13080449,2,"['214978313', '13080449']"
8757555,2,"['214968959', '8757555']"
13137718,2,"['214764446', '13137718']"
139704810,3,"['56486593', '208767973', '139704810']"
25765385,2,"['2814349', '25765385']"
12137790,2,"['215035811', '12137790']"
